epoch,policy,chosen,verdict,correct
15,extern,US0->CS0;US0->CS8;US2->CS6;US5->CS13;US1->CS5;US4->CS8;US6->CS14;US2->CS10;US7->CS15;US6->CS2;US3->CS7;US7->CS11;US3->CS3;US6->CS10;US1->CS1;US1->CS13;US4->CS0;US1->CS9;US5->CS5;US0->CS4;US2->CS2;US5->CS1;US0->CS12;US7->CS3;US4->CS4;US5->CS9;US6->CS6;US3->CS11;US4->CS12;US3->CS15;US2->CS14;US7->CS7,-,0
16,extern,US4->CS8;US2->CS6;US3->CS11;US1->CS13;US0->CS8;US6->CS10;US7->CS7;US5->CS5;US2->CS2;US1->CS1;US0->CS0;US2->CS14;US6->CS14;US0->CS4;US0->CS12;US5->CS13;US3->CS3;US4->CS12;US6->CS6;US7->CS11;US5->CS1;US7->CS3;US1->CS9;US6->CS2;US1->CS5;US7->CS15;US5->CS9;US2->CS10;US4->CS0;US3->CS15;US4->CS4;US3->CS7,-,0
17,extern,US1->CS1;US1->CS9;US7->CS3;US7->CS7;US4->CS0;US0->CS0;US1->CS5;US4->CS8;US0->CS12;US4->CS4;US2->CS10;US3->CS15;US4->CS12;US2->CS6;US3->CS7;US2->CS2;US2->CS14;US3->CS3;US5->CS13;US0->CS4;US5->CS5;US6->CS10;US6->CS2;US6->CS14;US5->CS1;US6->CS6;US7->CS11;US3->CS11;US7->CS15;US1->CS13;US5->CS9;US0->CS8,-,0
18,extern,US6->CS6;US7->CS7;US1->CS9;US3->CS15;US0->CS12;US4->CS8;US1->CS1;US3->CS11;US3->CS3;US4->CS4;US0->CS4;US2->CS2;US2->CS14;US6->CS14;US7->CS3;US2->CS10;US1->CS13;US4->CS0;US5->CS1;US5->CS5;US5->CS13;US0->CS8;US5->CS9;US0->CS0;US3->CS7;US6->CS2;US6->CS10;US7->CS11;US2->CS6;US1->CS5;US4->CS12;US7->CS15,-,0
19,extern,US6->CS2;US7->CS11;US5->CS9;US2->CS10;US5->CS5;US3->CS11;US1->CS1;US0->CS4;US0->CS8;US6->CS14;US2->CS6;US3->CS3;US7->CS15;US0->CS12;US1->CS5;US1->CS13;US7->CS7;US3->CS15;US6->CS10;US0->CS0;US4->CS8;US6->CS6;US2->CS14;US4->CS0;US2->CS2;US4->CS12;US5->CS1;US3->CS7;US5->CS13;US4->CS4;US1->CS9;US7->CS3,-,0
20,extern,US4->CS12;US4->CS4;US0->CS4;US1->CS13;US2->CS6;US5->CS9;US5->CS13;US7->CS3;US2->CS14;US4->CS8;US0->CS12;US1->CS1;US6->CS10;US7->CS7;US7->CS15;US1->CS5;US3->CS3;US6->CS6;US0->CS8;US3->CS11;US3->CS15;US5->CS1;US5->CS5;US6->CS14;US4->CS0;US0->CS0;US1->CS9;US3->CS7;US2->CS10;US7->CS11;US2->CS2;US6->CS2,-,0
21,extern,US6->CS14;US6->CS6;US5->CS9;US2->CS10;US4->CS0;US3->CS11;US0->CS8;US3->CS3;US5->CS13;US0->CS12;US1->CS5;US5->CS1;US1->CS9;US2->CS14;US3->CS7;US1->CS1;US2->CS2;US3->CS15;US4->CS4;US7->CS3;US1->CS13;US4->CS8;US0->CS4;US6->CS10;US0->CS0;US6->CS2;US4->CS12;US7->CS15;US7->CS11;US2->CS6;US5->CS5;US7->CS7,-,0
22,extern,US6->CS10;US3->CS15;US3->CS7;US0->CS8;US3->CS3;US5->CS5;US6->CS6;US6->CS14;US2->CS6;US7->CS15;US0->CS12;US1->CS1;US1->CS13;US2->CS14;US4->CS4;US7->CS3;US2->CS10;US4->CS8;US5->CS9;US0->CS4;US7->CS7;US5->CS1;US4->CS0;US4->CS12;US5->CS13;US0->CS0;US1->CS9;US3->CS11;US1->CS5;US6->CS2;US2->CS2;US7->CS11,-,0
23,extern,US0->CS8;US3->CS11;US1->CS9;US4->CS0;US5->CS13;US1->CS5;US3->CS3;US2->CS14;US6->CS14;US7->CS11;US3->CS15;US5->CS5;US2->CS6;US4->CS8;US7->CS15;US2->CS2;US4->CS4;US7->CS3;US3->CS7;US5->CS9;US6->CS2;US0->CS0;US7->CS7;US0->CS4;US5->CS1;US6->CS10;US6->CS6;US0->CS12;US1->CS1;US2->CS10;US1->CS13;US4->CS12,-,0
24,extern,US4->CS12;US0->CS4;US6->CS10;US4->CS0;US6->CS6;US1->CS1;US7->CS3;US0->CS8;US1->CS9;US2->CS14;US5->CS1;US1->CS13;US3->CS3;US7->CS11;US3->CS15;US5->CS13;US0->CS12;US2->CS6;US4->CS4;US0->CS0;US5->CS9;US6->CS2;US3->CS11;US2->CS10;US7->CS7;US2->CS2;US5->CS5;US7->CS15;US4->CS8;US6->CS14;US1->CS5;US3->CS7,-,0
25,extern,US5->CS5;US7->CS15;US5->CS1;US6->CS14;US4->CS12;US7->CS11;US0->CS12;US3->CS7;US2->CS6;US5->CS13;US1->CS13;US2->CS2;US6->CS6;US1->CS9;US2->CS14;US3->CS11;US0->CS0;US3->CS3;US4->CS0;US7->CS3;US1->CS5;US0->CS4;US1->CS1;US3->CS15;US7->CS7;US4->CS4;US0->CS8;US5->CS9;US6->CS10;US4->CS8;US2->CS10;US6->CS2,US6->CS10,1
26,extern,US5->CS13;US5->CS1;US3->CS7;US1->CS5;US7->CS11;US0->CS0;US3->CS15;US2->CS6;US2->CS14;US4->CS4;US4->CS12;US6->CS6;US7->CS15;US0->CS8;US0->CS12;US4->CS8;US4->CS0;US6->CS2;US1->CS1;US5->CS5;US3->CS11;US1->CS13;US2->CS10;US7->CS7;US7->CS3;US1->CS9;US2->CS2;US6->CS14;US5->CS9;US3->CS3;US6->CS10;US0->CS4,-,0
27,extern,US6->CS10;US1->CS1;US7->CS11;US2->CS6;US3->CS11;US4->CS12;US4->CS0;US4->CS4;US2->CS2;US2->CS10;US2->CS14;US3->CS15;US5->CS9;US1->CS9;US3->CS7;US4->CS8;US7->CS7;US7->CS3;US0->CS0;US1->CS13;US6->CS6;US0->CS8;US1->CS5;US6->CS2;US5->CS5;US3->CS3;US5->CS13;US7->CS15;US5->CS1;US6->CS14;US0->CS4;US0->CS12,-,0
28,extern,US6->CS10;US7->CS7;US0->CS8;US2->CS2;US5->CS1;US4->CS0;US4->CS8;US3->CS3;US0->CS4;US6->CS6;US2->CS14;US5->CS13;US7->CS11;US6->CS2;US1->CS13;US3->CS7;US4->CS4;US7->CS15;US1->CS5;US0->CS0;US2->CS6;US3->CS11;US4->CS12;US3->CS15;US2->CS10;US0->CS12;US6->CS14;US1->CS9;US7->CS3;US5->CS9;US5->CS5;US1->CS1,-,0
29,extern,US6->CS10;US4->CS4;US5->CS1;US3->CS15;US1->CS1;US1->CS5;US0->CS0;US0->CS4;US2->CS14;US7->CS7;US1->CS13;US2->CS10;US0->CS12;US5->CS9;US2->CS2;US4->CS8;US4->CS12;US5->CS13;US3->CS7;US0->CS8;US4->CS0;US5->CS5;US7->CS15;US3->CS3;US6->CS2;US6->CS6;US7->CS3;US1->CS9;US6->CS14;US3->CS11;US7->CS11;US2->CS6,-,0
30,extern,US6->CS10;US0->CS0;US0->CS8;US5->CS9;US7->CS15;US5->CS1;US3->CS3;US4->CS0;US6->CS6;US2->CS6;US3->CS11;US1->CS5;US2->CS10;US5->CS13;US7->CS7;US4->CS4;US7->CS11;US1->CS1;US1->CS9;US3->CS15;US2->CS2;US6->CS14;US7->CS3;US5->CS5;US0->CS12;US2->CS14;US4->CS8;US1->CS13;US8->CS0;US8->CS4;US8->CS8;US8->CS12,-,0
31,extern,US6->CS10;US8->CS4;US8->CS0;US8->CS12;US8->CS8;US4->CS0;US0->CS12;US2->CS2;US4->CS8;US6->CS6;US7->CS11;US2->CS6;US3->CS3;US6->CS14;US3->CS11;US7->CS7;US0->CS0;US1->CS1;US2->CS14;US5->CS1;US2->CS10;US1->CS13;US1->CS5;US1->CS9;US5->CS9;US7->CS3;US4->CS12;US4->CS4;US7->CS15;US5->CS13;US6->CS2;US3->CS7,-,0
32,extern,US6->CS10;US3->CS15;US1->CS1;US7->CS3;US5->CS5;US0->CS8;US2->CS14;US2->CS6;US5->CS1;US7->CS7;US6->CS14;US1->CS5;US3->CS3;US6->CS6;US2->CS2;US4->CS4;US1->CS13;US2->CS10;US4->CS0;US7->CS15;US1->CS9;US5->CS9;US3->CS11;US0->CS4;US7->CS11;US0->CS12;US4->CS8;US5->CS13;US0->CS0;US3->CS7;US4->CS12;US6->CS2,-,0
33,extern,US6->CS10;US0->CS0;US4->CS4;US1->CS1;US4->CS12;US5->CS13;US1->CS13;US2->CS14;US5->CS9;US7->CS7;US0->CS12;US4->CS8;US7->CS11;US3->CS7;US1->CS9;US2->CS10;US4->CS0;US7->CS3;US7->CS15;US1->CS5;US3->CS3;US3->CS11;US6->CS6;US6->CS14;US2->CS6;US6->CS2;US2->CS2;US5->CS1;US0->CS8;US5->CS5;US3->CS15;US0->CS4,-,0
34,extern,US6->CS10;US1->CS5;US1->CS13;US7->CS3;US3->CS11;US6->CS2;US5->CS1;US0->CS4;US5->CS5;US7->CS15;US1->CS9;US2->CS10;US0->CS0;US2->CS14;US4->CS0;US4->CS4;US5->CS9;US3->CS3;US7->CS7;US0->CS8;US4->CS12;US6->CS6;US3->CS7;US6->CS14;US1->CS1;US2->CS2;US2->CS6;US5->CS13;US3->CS15;US4->CS8;US7->CS11;US0->CS12,-,0
35,extern,US6->CS10;US2->CS6;US4->CS8;US1->CS13;US6->CS6;US7->CS15;US1->CS5;US0->CS4;US4->CS4;US5->CS13;US1->CS9;US6->CS14;US3->CS11;US0->CS8;US1->CS1;US2->CS14;US4->CS12;US6->CS2;US2->CS10;US5->CS5;US5->CS9;US0->CS12;US3->CS15;US0->CS0;US5->CS1;US3->CS3;US2->CS2;US7->CS3;US3->CS7;US7->CS11;US4->CS0;US7->CS7,-,0
36,extern,US6->CS10;US5->CS13;US2->CS2;US1->CS5;US7->CS11;US6->CS2;US6->CS6;US3->CS15;US6->CS14;US0->CS4;US2->CS14;US3->CS11;US5->CS5;US3->CS3;US7->CS7;US0->CS0;US2->CS6;US4->CS4;US4->CS12;US1->CS13;US0->CS12;US2->CS10;US3->CS7;US0->CS8;US1->CS1;US5->CS1;US7->CS15;US4->CS0;US5->CS9;US1->CS9;US4->CS8;US9->CS1,-,0
37,extern,US6->CS10;US1->CS1;US3->CS3;US5->CS1;US6->CS2;US7->CS11;US0->CS8;US4->CS4;US0->CS12;US2->CS2;US2->CS6;US4->CS12;US5->CS9;US5->CS13;US2->CS10;US7->CS15;US1->CS9;US2->CS14;US3->CS15;US0->CS4;US3->CS7;US6->CS6;US7->CS7;US0->CS0;US1->CS5;US5->CS5;US6->CS14;US3->CS11;US4->CS0;US4->CS8;US1->CS13;US7->CS3,-,0
38,extern,US6->CS10;US2->CS6;US4->CS4;US0->CS0;US7->CS11;US1->CS1;US4->CS8;US0->CS4;US5->CS9;US1->CS5;US7->CS7;US3->CS15;US6->CS2;US0->CS8;US0->CS12;US6->CS14;US1->CS13;US3->CS3;US3->CS11;US1->CS9;US7->CS15;US5->CS5;US5->CS13;US4->CS12;US2->CS14;US3->CS7;US5->CS1;US2->CS2;US2->CS10;US4->CS0;US6->CS6;US7->CS3,-,0
39,extern,US6->CS10;US2->CS6;US7->CS11;US1->CS1;US5->CS9;US2->CS2;US3->CS15;US3->CS11;US5->CS5;US0->CS0;US0->CS4;US4->CS0;US4->CS8;US6->CS2;US1->CS13;US4->CS4;US7->CS7;US7->CS15;US1->CS5;US6->CS14;US0->CS8;US4->CS12;US2->CS10;US2->CS14;US3->CS3;US6->CS6;US3->CS7;US7->CS3;US0->CS12;US1->CS9;US5->CS1;US5->CS13,-,0
40,extern,US6->CS10;US7->CS11;US1->CS9;US6->CS2;US7->CS15;US4->CS12;US3->CS3;US3->CS11;US0->CS4;US1->CS13;US5->CS13;US1->CS5;US3->CS7;US5->CS9;US6->CS6;US0->CS12;US2->CS2;US5->CS5;US6->CS14;US0->CS0;US4->CS8;US7->CS3;US2->CS14;US3->CS15;US7->CS7;US2->CS6;US4->CS4;US0->CS8;US5->CS1;US1->CS1;US2->CS10;US4->CS0,-,0
41,extern,US6->CS10;US5->CS5;US2->CS2;US2->CS6;US7->CS7;US0->CS4;US0->CS0;US1->CS5;US4->CS4;US6->CS14;US0->CS8;US4->CS0;US4->CS12;US5->CS13;US6->CS2;US7->CS15;US2->CS10;US7->CS3;US1->CS13;US5->CS1;US3->CS11;US6->CS6;US0->CS12;US2->CS14;US3->CS15;US3->CS7;US1->CS9;US5->CS9;US3->CS3;US4->CS8;US7->CS11;US1->CS1,-,0
42,extern,US6->CS10;US2->CS2;US4->CS4;US7->CS3;US0->CS12;US5->CS13;US7->CS7;US2->CS10;US4->CS12;US7->CS11;US7->CS15;US2->CS14;US3->CS3;US3->CS15;US6->CS2;US1->CS5;US1->CS13;US3->CS11;US0->CS4;US4->CS8;US3->CS7;US5->CS9;US5->CS5;US0->CS0;US1->CS1;US2->CS6;US5->CS1;US6->CS6;US6->CS14;US4->CS0;US1->CS9;US0->CS8,-,0
43,extern,US6->CS10;US9->CS1;US5->CS9;US3->CS3;US6->CS6;US2->CS10;US1->CS1;US7->CS11;US0->CS0;US0->CS4;US0->CS8;US6->CS14;US7->CS7;US5->CS13;US7->CS3;US0->CS12;US2->CS6;US3->CS11;US4->CS0;US4->CS8;US5->CS1;US4->CS12;US2->CS14;US1->CS5;US1->CS13;US2->CS2;US4->CS4;US5->CS5;US6->CS2;US1->CS9;US3->CS7;US3->CS15,-,0
44,extern,US9->CS1;US9->CS5;US9->CS9;US9->CS13;US10->CS2;US10->CS6;US10->CS10;US10->CS14;US11->CS3;US11->CS7;US11->CS11;US11->CS15;US12->CS0;US12->CS4;US12->CS8;US12->CS12;US13->CS1;US13->CS5;US13->CS9;US13->CS13;US14->CS2;US14->CS6;US14->CS10;US14->CS14;US15->CS3;US15->CS7;US15->CS11;US15->CS15;US16->CS0;US16->CS4;US16->CS8;US16->CS12,-,0
45,extern,US6->CS10;US7->CS15;US0->CS0;US4->CS12;US1->CS5;US3->CS15;US2->CS14;US4->CS0;US6->CS14;US5->CS13;US2->CS6;US2->CS10;US4->CS4;US5->CS1;US3->CS3;US4->CS8;US2->CS2;US0->CS8;US7->CS11;US1->CS9;US6->CS6;US7->CS7;US1->CS1;US7->CS3;US6->CS2;US0->CS12;US5->CS5;US5->CS9;US3->CS11;US1->CS13;US3->CS7;US0->CS4,-,0
46,extern,US6->CS10;US3->CS3;US0->CS8;US5->CS5;US5->CS9;US2->CS2;US2->CS14;US3->CS11;US3->CS7;US7->CS7;US7->CS11;US0->CS4;US3->CS15;US4->CS8;US2->CS6;US4->CS0;US1->CS9;US6->CS2;US7->CS3;US1->CS1;US1->CS5;US2->CS10;US4->CS4;US6->CS14;US5->CS13;US0->CS0;US4->CS12;US5->CS1;US0->CS12;US7->CS15;US6->CS6;US1->CS13,-,0
47,extern,US6->CS10;US0->CS12;US2->CS2;US7->CS15;US4->CS4;US1->CS1;US3->CS7;US5->CS5;US4->CS12;US5->CS1;US0->CS8;US1->CS13;US3->CS11;US6->CS2;US4->CS8;US4->CS0;US1->CS9;US2->CS10;US2->CS14;US3->CS3;US3->CS15;US5->CS13;US7->CS3;US5->CS9;US6->CS6;US1->CS5;US2->CS6;US7->CS11;US0->CS4;US6->CS14;US7->CS7;US0->CS0,-,0
48,extern,US6->CS10;US8->CS8;US8->CS12;US0->CS0;US1->CS5;US6->CS14;US4->CS4;US7->CS3;US2->CS10;US7->CS15;US1->CS1;US3->CS3;US3->CS15;US6->CS2;US1->CS9;US5->CS13;US2->CS2;US5->CS1;US0->CS8;US1->CS13;US3->CS11;US7->CS7;US0->CS12;US2->CS6;US4->CS0;US4->CS8;US4->CS12;US3->CS7;US7->CS11;US6->CS6;US5->CS9;US0->CS4,-,0
49,extern,US8->CS4;US8->CS0;US9->CS1;US13->CS9;US15->CS7;US12->CS0;US16->CS0;US15->CS3;US12->CS4;US10->CS10;US12->CS12;US14->CS2;US15->CS15;US10->CS6;US16->CS12;US15->CS11;US14->CS6;US13->CS1;US10->CS14;US14->CS10;US9->CS13;US11->CS7;US14->CS14;US9->CS5;US10->CS2;US9->CS9;US13->CS5;US13->CS13;US16->CS8;US11->CS11;US16->CS4;US12->CS8,-,0
50,extern,US17->CS1;US17->CS5;US17->CS9;US17->CS13;US18->CS2;US18->CS6;US18->CS10;US18->CS14;US19->CS3;US19->CS7;US19->CS11;US19->CS15;US20->CS0;US20->CS4;US20->CS8;US20->CS12;US21->CS1;US21->CS5;US21->CS9;US21->CS13;US22->CS2;US22->CS6;US22->CS10;US22->CS14;US23->CS3;US23->CS7;US23->CS11;US23->CS15;US24->CS0;US24->CS4;US24->CS8;US24->CS12,-,0
51,extern,US13->CS9;US12->CS4;US12->CS12;US15->CS3;US16->CS0;US12->CS0;US10->CS10;US15->CS7;US15->CS15;US10->CS6;US14->CS6;US9->CS13;US14->CS2;US16->CS12;US15->CS11;US13->CS1;US14->CS10;US10->CS14;US11->CS7;US13->CS5;US16->CS8;US11->CS11;US13->CS13;US9->CS9;US10->CS2;US14->CS14;US9->CS5;US16->CS4;US12->CS8;US9->CS1;US8->CS12;US8->CS8,-,0
52,extern,US5->CS5;US2->CS14;US6->CS10;US7->CS3;US6->CS14;US3->CS11;US4->CS12;US3->CS7;US1->CS9;US1->CS13;US2->CS10;US3->CS15;US0->CS12;US4->CS4;US5->CS9;US5->CS1;US0->CS0;US0->CS8;US2->CS6;US1->CS1;US4->CS0;US6->CS6;US2->CS2;US6->CS2;US7->CS15;US4->CS8;US0->CS4;US5->CS13;US7->CS11;US3->CS3;US1->CS5;US7->CS7,-,0
53,extern,US6->CS10;US5->CS5;US2->CS14;US5->CS1;US7->CS15;US1->CS13;US4->CS12;US5->CS13;US1->CS5;US2->CS10;US2->CS2;US3->CS3;US4->CS8;US3->CS15;US4->CS4;US0->CS8;US6->CS14;US3->CS11;US7->CS11;US7->CS3;US2->CS6;US4->CS0;US3->CS7;US6->CS2;US6->CS6;US1->CS1;US7->CS7;US0->CS4;US0->CS0;US1->CS9;US0->CS12;US5->CS9,US6->CS10,1
54,extern,US6->CS10;US1->CS9;US1->CS1;US4->CS8;US6->CS14;US0->CS12;US0->CS0;US7->CS7;US3->CS3;US0->CS8;US2->CS10;US7->CS11;US7->CS15;US5->CS13;US6->CS6;US3->CS11;US2->CS14;US4->CS4;US6->CS2;US3->CS7;US4->CS12;US1->CS5;US1->CS13;US5->CS5;US5->CS9;US0->CS4;US4->CS0;US3->CS15;US7->CS3;US2->CS2;US2->CS6;US5->CS1,-,0
55,extern,US6->CS10;US7->CS3;US0->CS8;US7->CS11;US1->CS13;US5->CS9;US7->CS15;US0->CS12;US4->CS0;US1->CS9;US3->CS11;US4->CS4;US1->CS1;US3->CS15;US3->CS3;US4->CS8;US2->CS10;US6->CS6;US2->CS2;US6->CS2;US6->CS14;US4->CS12;US0->CS4;US3->CS7;US5->CS1;US7->CS7;US0->CS0;US2->CS6;US5->CS13;US1->CS5;US5->CS5;US2->CS14,-,0
