epoch,policy,chosen,verdict,correct
1,random,US17->CS57;US114->CS18;US19->CS19;US32->CS8;US78->CS30;US43->CS3;US11->CS43;US59->CS19;US39->CS39;US37->CS13;US22->CS30;US13->CS37;US113->CS57;US63->CS47;US48->CS24;US59->CS59;US53->CS29;US65->CS33;US22->CS14;US27->CS11;US120->CS0;US63->CS31;US102->CS22;US20->CS36;US58->CS50;US107->CS43;US36->CS36;US72->CS40;US55->CS55;US63->CS39;US51->CS11;US14->CS30;US118->CS30;US91->CS35;US73->CS25;US37->CS21;US119->CS63;US13->CS21;US70->CS46;US64->CS0;US100->CS52,-,0
21,random,US1->CS25;US124->CS12;US80->CS48;US52->CS28;US59->CS43;US112->CS8;US2->CS2;US37->CS21;US41->CS49;US83->CS59;US78->CS22;US92->CS20;US74->CS58;US11->CS3;US104->CS16;US60->CS20;US4->CS44;US42->CS18;US38->CS62;US91->CS59;US123->CS59;US115->CS43;US72->CS24;US67->CS43;US31->CS39;US80->CS56;US47->CS7;US49->CS41;US12->CS60;US126->CS14;US56->CS8;US92->CS28;US51->CS27;US99->CS59;US36->CS28;US86->CS6;US81->CS41;US62->CS46;US73->CS49;US100->CS4;US77->CS37,-,0
22,random,US33->CS1;US74->CS34;US113->CS9;US70->CS38;US106->CS58;US105->CS25;US26->CS2;US107->CS59;US14->CS46;US5->CS61;US26->CS18;US30->CS38;US12->CS52;US18->CS58;US36->CS36;US73->CS57;US87->CS63;US80->CS0;US38->CS6;US108->CS36;US43->CS11;US101->CS29;US4->CS4;US91->CS11;US19->CS19;US57->CS57;US68->CS28;US17->CS41;US64->CS8;US55->CS39;US20->CS60;US53->CS61;US92->CS12;US94->CS54;US66->CS42;US78->CS46;US33->CS33;US125->CS45;US44->CS12;US20->CS44;US65->CS25,-,0
23,random,US113->CS25;US44->CS44;US86->CS38;US2->CS26;US123->CS11;US91->CS59;US3->CS43;US26->CS10;US47->CS63;US35->CS59;US117->CS45;US31->CS39;US49->CS25;US102->CS30;US117->CS37;US66->CS34;US125->CS29;US126->CS46;US29->CS21;US122->CS42;US102->CS22;US5->CS5;US39->CS23;US97->CS9;US101->CS13;US14->CS54;US94->CS62;US75->CS35;US85->CS45;US79->CS7;US88->CS32;US51->CS3;US93->CS13;US105->CS57;US101->CS45;US37->CS53;US24->CS24;US107->CS35;US37->CS21;US86->CS14;US59->CS35,-,0
24,random,US59->CS51;US76->CS28;US77->CS37;US11->CS27;US83->CS35;US4->CS36;US71->CS63;US79->CS55;US87->CS7;US41->CS33;US94->CS54;US72->CS32;US33->CS9;US25->CS49;US86->CS54;US25->CS17;US18->CS50;US68->CS52;US83->CS43;US81->CS41;US25->CS9;US111->CS31;US126->CS46;US84->CS36;US12->CS36;US70->CS38;US32->CS32;US60->CS44;US57->CS49;US123->CS11;US55->CS23;US26->CS58;US110->CS22;US85->CS21;US38->CS46;US7->CS55;US26->CS2;US8->CS56;US17->CS57;US50->CS42;US71->CS23,-,0
25,random,US6->CS22;US79->CS7;US116->CS4;US107->CS27;US48->CS48;US26->CS58;US95->CS39;US24->CS40;US75->CS35;US80->CS48;US109->CS21;US113->CS17;US101->CS53;US37->CS5;US0->CS0;US84->CS4;US14->CS62;US96->CS24;US34->CS50;US5->CS21;US91->CS3;US64->CS24;US118->CS14;US89->CS49;US27->CS43;US63->CS55;US121->CS49;US41->CS57;US92->CS44;US2->CS18;US53->CS61;US74->CS50;US109->CS45;US121->CS17;US3->CS27;US108->CS44;US18->CS50;US74->CS2;US19->CS59;US68->CS60;US70->CS6,US0->CS0,1
26,random,US48->CS8;US105->CS57;US121->CS9;US95->CS31;US34->CS50;US9->CS41;US102->CS62;US82->CS50;US19->CS3;US126->CS30;US11->CS3;US76->CS20;US30->CS46;US110->CS22;US120->CS0;US21->CS61;US36->CS36;US55->CS7;US54->CS62;US107->CS3;US43->CS43;US46->CS22;US115->CS59;US59->CS43;US41->CS41;US5->CS21;US96->CS48;US14->CS38;US15->CS55;US62->CS62;US36->CS4;US33->CS49;US11->CS59;US54->CS46;US85->CS29;US103->CS23;US73->CS1;US67->CS11;US31->CS63;US40->CS0;US47->CS63,-,0
27,random,US85->CS5;US105->CS17;US112->CS0;US65->CS9;US62->CS14;US88->CS24;US75->CS35;US67->CS3;US41->CS33;US27->CS3;US37->CS53;US24->CS8;US85->CS29;US126->CS30;US38->CS46;US97->CS57;US29->CS61;US27->CS27;US35->CS51;US29->CS21;US34->CS34;US104->CS48;US2->CS42;US60->CS60;US100->CS28;US51->CS19;US82->CS50;US55->CS15;US110->CS62;US43->CS3;US44->CS36;US15->CS15;US76->CS36;US50->CS26;US66->CS26;US14->CS6;US13->CS5;US116->CS20;US107->CS27;US74->CS50;US83->CS59,-,0
28,random,US112->CS8;US117->CS13;US29->CS13;US116->CS12;US108->CS12;US24->CS0;US49->CS57;US36->CS60;US95->CS55;US13->CS21;US39->CS15;US113->CS57;US67->CS3;US35->CS51;US53->CS37;US8->CS32;US4->CS44;US93->CS37;US110->CS46;US59->CS3;US87->CS15;US123->CS35;US94->CS54;US83->CS43;US100->CS28;US123->CS3;US69->CS37;US50->CS2;US67->CS11;US50->CS26;US58->CS26;US104->CS24;US57->CS41;US11->CS51;US61->CS37;US47->CS15;US80->CS56;US101->CS29;US125->CS45;US110->CS38;US55->CS15,-,0
29,random,US126->CS22;US24->CS0;US73->CS1;US76->CS44;US27->CS3;US57->CS49;US125->CS45;US117->CS37;US70->CS30;US19->CS51;US78->CS30;US119->CS63;US30->CS22;US76->CS4;US63->CS15;US21->CS61;US109->CS45;US5->CS53;US7->CS39;US121->CS1;US106->CS58;US1->CS33;US111->CS7;US88->CS32;US39->CS23;US107->CS51;US112->CS0;US76->CS12;US41->CS41;US81->CS33;US91->CS27;US38->CS54;US26->CS18;US65->CS25;US100->CS44;US31->CS7;US38->CS6;US97->CS9;US87->CS39;US124->CS52;US124->CS28,-,0
30,random,US78->CS38;US29->CS37;US19->CS43;US97->CS17;US26->CS18;US53->CS45;US73->CS57;US116->CS20;US41->CS17;US56->CS56;US52->CS28;US106->CS34;US24->CS8;US16->CS40;US42->CS18;US72->CS48;US57->CS57;US43->CS3;US72->CS0;US63->CS63;US34->CS42;US113->CS25;US31->CS31;US72->CS40;US0->CS56;US57->CS25;US52->CS60;US4->CS4;US124->CS44;US60->CS52;US98->CS26;US63->CS55;US68->CS36;US74->CS26;US44->CS44;US76->CS52;US25->CS41;US109->CS37;US89->CS25;US10->CS42;US19->CS11,-,0
31,random,US9->CS33;US100->CS52;US50->CS34;US58->CS2;US61->CS29;US76->CS28;US67->CS59;US17->CS1;US112->CS24;US0->CS56;US79->CS15;US66->CS26;US122->CS2;US18->CS18;US92->CS20;US4->CS4;US120->CS0;US118->CS38;US33->CS25;US78->CS54;US81->CS9;US26->CS34;US6->CS46;US35->CS35;US98->CS42;US126->CS46;US42->CS26;US75->CS19;US55->CS39;US83->CS19;US1->CS41;US125->CS21;US102->CS14;US110->CS14;US72->CS40;US43->CS19;US69->CS37;US7->CS7;US70->CS62;US21->CS45;US108->CS60,-,0
32,random,US125->CS61;US45->CS37;US17->CS25;US112->CS40;US111->CS15;US96->CS32;US91->CS59;US28->CS20;US61->CS37;US120->CS24;US47->CS63;US3->CS19;US38->CS46;US32->CS8;US109->CS21;US87->CS63;US87->CS55;US53->CS5;US28->CS28;US46->CS30;US118->CS22;US109->CS53;US75->CS19;US99->CS43;US116->CS60;US118->CS30;US88->CS32;US8->CS56;US90->CS34;US107->CS43;US101->CS53;US54->CS62;US125->CS13;US42->CS50;US37->CS45;US19->CS3;US60->CS28;US111->CS55;US83->CS59;US17->CS41;US19->CS27,-,0
33,random,US34->CS50;US109->CS21;US73->CS57;US99->CS51;US41->CS33;US87->CS47;US44->CS36;US55->CS63;US84->CS36;US31->CS55;US19->CS35;US17->CS49;US4->CS28;US75->CS3;US102->CS22;US91->CS43;US105->CS33;US76->CS28;US93->CS13;US112->CS48;US48->CS24;US57->CS17;US92->CS60;US58->CS50;US22->CS54;US83->CS43;US119->CS39;US51->CS11;US8->CS8;US108->CS36;US20->CS28;US109->CS53;US5->CS53;US45->CS13;US124->CS52;US30->CS30;US47->CS39;US69->CS5;US80->CS32;US27->CS11;US55->CS7,-,0
34,random,US61->CS53;US15->CS31;US98->CS26;US72->CS48;US127->CS31;US49->CS49;US4->CS60;US25->CS1;US42->CS2;US25->CS17;US53->CS37;US15->CS39;US90->CS26;US124->CS12;US68->CS12;US115->CS43;US80->CS40;US28->CS4;US61->CS13;US93->CS53;US1->CS57;US99->CS19;US79->CS7;US17->CS41;US12->CS60;US94->CS22;US111->CS47;US55->CS47;US42->CS58;US108->CS28;US30->CS46;US30->CS22;US27->CS27;US77->CS5;US121->CS9;US53->CS53;US87->CS63;US98->CS18;US92->CS60;US96->CS48;US52->CS4,-,0
35,random,US112->CS32;US17->CS49;US3->CS35;US54->CS38;US110->CS62;US29->CS21;US28->CS28;US11->CS59;US7->CS23;US3->CS59;US16->CS16;US68->CS4;US12->CS20;US0->CS8;US86->CS38;US68->CS36;US7->CS7;US76->CS60;US45->CS29;US40->CS40;US12->CS28;US28->CS4;US83->CS3;US35->CS3;US57->CS1;US76->CS44;US40->CS32;US86->CS54;US33->CS49;US102->CS46;US41->CS1;US72->CS56;US99->CS35;US28->CS36;US24->CS0;US59->CS3;US58->CS10;US112->CS8;US49->CS49;US86->CS22;US63->CS31,-,0
