epoch,policy,chosen,verdict,correct
1,random,US30->CS6;US121->CS41;US113->CS41;US102->CS38;US2->CS50;US127->CS23;US54->CS54;US74->CS34;US71->CS47;US10->CS18;US60->CS20;US103->CS23;US50->CS26;US80->CS32;US22->CS22;US118->CS54;US112->CS8;US90->CS18;US23->CS31;US106->CS58;US53->CS13;US122->CS50;US102->CS6;US26->CS34;US73->CS57;US117->CS29;US112->CS48;US30->CS14;US29->CS37;US96->CS24;US75->CS51;US115->CS19;US12->CS20;US36->CS4;US4->CS44;US11->CS3;US111->CS7;US58->CS58;US67->CS11;US56->CS16;US114->CS34,-,0
12,random,US88->CS24;US75->CS3;US66->CS10;US27->CS11;US51->CS27;US21->CS13;US26->CS34;US83->CS11;US13->CS53;US125->CS13;US29->CS53;US10->CS58;US40->CS32;US103->CS7;US82->CS10;US44->CS12;US16->CS16;US79->CS47;US17->CS9;US108->CS60;US114->CS42;US70->CS46;US98->CS2;US64->CS48;US90->CS42;US115->CS3;US63->CS55;US120->CS8;US41->CS57;US26->CS10;US9->CS57;US46->CS22;US113->CS57;US95->CS15;US116->CS12;US83->CS59;US122->CS50;US27->CS51;US65->CS25;US97->CS9;US3->CS27,-,0
13,random,US90->CS2;US38->CS54;US16->CS0;US25->CS33;US4->CS20;US89->CS41;US23->CS63;US125->CS53;US113->CS57;US15->CS31;US17->CS41;US5->CS37;US14->CS62;US27->CS11;US49->CS41;US45->CS37;US3->CS51;US119->CS63;US3->CS43;US59->CS35;US29->CS29;US106->CS2;US25->CS9;US61->CS13;US126->CS62;US103->CS47;US81->CS57;US117->CS45;US126->CS38;US19->CS35;US22->CS38;US127->CS23;US50->CS34;US31->CS7;US36->CS28;US54->CS14;US82->CS18;US102->CS6;US8->CS40;US70->CS14;US107->CS59,-,0
14,random,US12->CS36;US126->CS6;US54->CS14;US42->CS2;US31->CS31;US77->CS61;US33->CS25;US83->CS51;US62->CS62;US55->CS31;US63->CS47;US123->CS51;US33->CS57;US39->CS7;US46->CS54;US85->CS61;US12->CS4;US16->CS40;US15->CS55;US116->CS44;US49->CS33;US119->CS23;US107->CS3;US78->CS46;US81->CS1;US36->CS28;US12->CS52;US1->CS57;US41->CS49;US54->CS38;US125->CS13;US103->CS47;US0->CS16;US112->CS8;US64->CS0;US5->CS53;US79->CS31;US5->CS29;US108->CS44;US106->CS58;US56->CS32,-,0
15,random,US98->CS50;US96->CS32;US10->CS18;US31->CS63;US84->CS20;US22->CS62;US10->CS42;US125->CS29;US3->CS3;US77->CS61;US22->CS6;US81->CS25;US53->CS37;US5->CS61;US36->CS20;US23->CS47;US48->CS40;US47->CS63;US116->CS20;US96->CS48;US59->CS3;US89->CS49;US40->CS40;US82->CS2;US120->CS8;US29->CS45;US105->CS49;US97->CS57;US99->CS43;US108->CS36;US44->CS44;US2->CS34;US52->CS20;US28->CS52;US48->CS48;US29->CS53;US12->CS28;US45->CS21;US16->CS8;US112->CS16;US37->CS37,-,0
16,random,US49->CS25;US75->CS35;US115->CS3;US47->CS31;US12->CS60;US108->CS36;US113->CS1;US72->CS48;US31->CS39;US33->CS57;US47->CS23;US76->CS12;US72->CS8;US118->CS54;US5->CS53;US102->CS6;US86->CS14;US12->CS28;US40->CS24;US34->CS26;US82->CS50;US103->CS47;US115->CS59;US8->CS0;US113->CS17;US31->CS31;US23->CS63;US93->CS13;US91->CS11;US66->CS26;US95->CS55;US63->CS39;US80->CS56;US40->CS48;US93->CS21;US7->CS55;US82->CS34;US35->CS3;US70->CS14;US92->CS52;US74->CS18,-,0
17,random,US73->CS33;US127->CS55;US102->CS62;US106->CS58;US57->CS49;US51->CS51;US60->CS12;US122->CS50;US11->CS35;US95->CS31;US45->CS21;US77->CS29;US89->CS25;US99->CS19;US5->CS5;US116->CS44;US0->CS32;US21->CS29;US114->CS42;US121->CS33;US33->CS57;US35->CS19;US30->CS30;US84->CS44;US70->CS62;US52->CS20;US113->CS25;US105->CS49;US68->CS4;US79->CS23;US88->CS8;US50->CS50;US34->CS2;US121->CS9;US115->CS43;US32->CS32;US20->CS28;US103->CS15;US81->CS33;US65->CS41;US44->CS4,-,0
18,random,US67->CS43;US118->CS22;US109->CS53;US16->CS24;US95->CS31;US61->CS61;US61->CS21;US117->CS5;US90->CS26;US100->CS36;US39->CS31;US96->CS8;US53->CS37;US2->CS50;US92->CS4;US56->CS32;US52->CS52;US36->CS60;US9->CS25;US4->CS36;US87->CS55;US22->CS62;US72->CS40;US21->CS21;US12->CS4;US81->CS49;US57->CS9;US0->CS32;US5->CS5;US95->CS39;US72->CS56;US0->CS16;US59->CS11;US20->CS28;US100->CS44;US94->CS62;US84->CS20;US73->CS41;US121->CS9;US50->CS58;US87->CS23,-,0
19,random,US99->CS51;US47->CS39;US119->CS55;US108->CS4;US58->CS10;US24->CS8;US80->CS56;US100->CS44;US115->CS19;US16->CS56;US54->CS30;US25->CS17;US19->CS3;US61->CS45;US95->CS39;US37->CS21;US66->CS58;US26->CS10;US70->CS6;US4->CS52;US41->CS25;US54->CS46;US59->CS27;US22->CS30;US39->CS23;US63->CS15;US103->CS55;US86->CS14;US64->CS0;US45->CS13;US88->CS48;US81->CS57;US8->CS48;US57->CS17;US57->CS9;US94->CS30;US125->CS21;US98->CS50;US107->CS27;US55->CS47;US51->CS19,-,0
20,random,US19->CS19;US111->CS15;US78->CS30;US107->CS35;US89->CS9;US45->CS37;US125->CS53;US68->CS36;US40->CS56;US39->CS15;US60->CS28;US20->CS60;US29->CS37;US125->CS5;US39->CS7;US25->CS49;US67->CS11;US107->CS43;US50->CS50;US59->CS51;US69->CS45;US26->CS2;US30->CS38;US117->CS13;US95->CS31;US13->CS13;US58->CS26;US104->CS56;US47->CS7;US124->CS20;US47->CS55;US21->CS29;US114->CS2;US112->CS0;US55->CS7;US84->CS36;US9->CS33;US22->CS14;US124->CS52;US82->CS18;US75->CS19,-,0
21,random,US127->CS55;US120->CS8;US124->CS28;US19->CS3;US61->CS13;US26->CS10;US95->CS23;US52->CS20;US43->CS27;US72->CS24;US62->CS6;US73->CS25;US59->CS27;US121->CS57;US127->CS47;US78->CS62;US16->CS48;US78->CS54;US24->CS56;US28->CS12;US43->CS51;US21->CS5;US37->CS21;US44->CS28;US96->CS56;US56->CS40;US75->CS59;US8->CS8;US49->CS25;US29->CS45;US17->CS49;US109->CS61;US109->CS13;US74->CS26;US49->CS1;US54->CS62;US29->CS29;US96->CS0;US75->CS43;US93->CS29;US113->CS33,-,0
22,random,US124->CS44;US11->CS51;US24->CS16;US102->CS14;US74->CS42;US29->CS37;US61->CS5;US86->CS22;US122->CS34;US103->CS63;US115->CS11;US74->CS10;US124->CS28;US8->CS16;US90->CS34;US6->CS14;US42->CS10;US5->CS5;US94->CS46;US113->CS33;US81->CS9;US88->CS24;US67->CS11;US102->CS30;US116->CS20;US107->CS43;US31->CS63;US32->CS24;US39->CS63;US83->CS11;US108->CS52;US19->CS3;US54->CS54;US118->CS22;US97->CS25;US44->CS28;US1->CS49;US26->CS58;US62->CS6;US79->CS31;US8->CS56,-,0
23,random,US61->CS29;US108->CS20;US63->CS31;US4->CS60;US35->CS11;US50->CS58;US11->CS59;US92->CS44;US44->CS4;US80->CS24;US80->CS0;US22->CS14;US98->CS26;US78->CS54;US20->CS4;US124->CS60;US37->CS45;US101->CS37;US120->CS0;US124->CS28;US65->CS25;US4->CS4;US35->CS51;US52->CS52;US78->CS30;US61->CS5;US83->CS19;US124->CS4;US61->CS45;US79->CS7;US99->CS59;US61->CS61;US59->CS35;US123->CS59;US26->CS26;US19->CS43;US113->CS25;US114->CS50;US16->CS8;US77->CS61;US51->CS27,-,0
24,random,US48->CS56;US88->CS32;US9->CS49;US97->CS1;US121->CS9;US59->CS11;US3->CS35;US0->CS40;US2->CS26;US60->CS36;US100->CS36;US49->CS1;US37->CS29;US96->CS0;US113->CS33;US43->CS51;US80->CS40;US7->CS23;US18->CS2;US74->CS50;US71->CS31;US13->CS37;US117->CS29;US62->CS14;US11->CS3;US50->CS2;US36->CS20;US120->CS0;US61->CS13;US26->CS26;US34->CS26;US43->CS35;US100->CS60;US29->CS45;US108->CS44;US127->CS55;US107->CS3;US72->CS24;US84->CS28;US97->CS17;US29->CS37,-,0
25,random,US65->CS57;US61->CS13;US56->CS16;US24->CS16;US38->CS54;US84->CS4;US54->CS6;US117->CS13;US95->CS63;US47->CS15;US100->CS28;US78->CS62;US92->CS12;US79->CS15;US109->CS61;US41->CS1;US70->CS6;US94->CS46;US72->CS24;US5->CS5;US98->CS2;US127->CS23;US92->CS20;US73->CS57;US30->CS54;US66->CS26;US121->CS49;US103->CS47;US39->CS47;US40->CS0;US109->CS13;US56->CS48;US82->CS34;US11->CS43;US110->CS62;US14->CS38;US112->CS40;US121->CS9;US48->CS56;US29->CS5;US60->CS28,-,0
26,random,US126->CS22;US35->CS27;US90->CS10;US5->CS61;US44->CS44;US89->CS25;US110->CS46;US34->CS42;US2->CS18;US29->CS61;US55->CS63;US17->CS9;US104->CS48;US55->CS15;US16->CS40;US109->CS53;US48->CS8;US92->CS20;US88->CS40;US33->CS33;US33->CS9;US76->CS4;US109->CS29;US54->CS14;US40->CS56;US39->CS31;US117->CS21;US85->CS21;US76->CS60;US8->CS8;US99->CS43;US83->CS59;US44->CS28;US21->CS21;US97->CS1;US115->CS43;US26->CS2;US34->CS50;US30->CS22;US88->CS24;US127->CS7,-,0
27,random,US36->CS44;US56->CS8;US3->CS51;US118->CS62;US92->CS4;US125->CS5;US45->CS61;US57->CS41;US21->CS37;US4->CS20;US71->CS23;US85->CS21;US6->CS14;US82->CS2;US44->CS4;US30->CS54;US62->CS54;US110->CS30;US29->CS45;US72->CS0;US22->CS6;US95->CS55;US4->CS4;US121->CS41;US67->CS3;US77->CS29;US126->CS6;US15->CS55;US43->CS11;US55->CS23;US66->CS34;US50->CS42;US87->CS39;US1->CS49;US35->CS35;US126->CS14;US20->CS60;US119->CS47;US90->CS26;US81->CS1;US54->CS6,-,0
28,random,US84->CS4;US72->CS16;US92->CS60;US51->CS51;US62->CS54;US112->CS16;US8->CS16;US33->CS1;US114->CS18;US3->CS11;US111->CS15;US72->CS48;US68->CS12;US31->CS47;US55->CS23;US122->CS50;US11->CS19;US6->CS46;US41->CS1;US118->CS6;US78->CS62;US81->CS9;US61->CS13;US115->CS43;US50->CS34;US94->CS22;US7->CS63;US104->CS8;US121->CS49;US26->CS26;US33->CS49;US41->CS9;US124->CS12;US45->CS13;US120->CS16;US6->CS54;US2->CS34;US62->CS6;US110->CS38;US122->CS58;US100->CS20,-,0
29,random,US118->CS46;US100->CS36;US121->CS25;US60->CS12;US42->CS18;US124->CS60;US106->CS34;US99->CS11;US19->CS51;US60->CS52;US0->CS32;US97->CS17;US71->CS31;US80->CS40;US45->CS5;US25->CS17;US97->CS9;US99->CS19;US39->CS47;US9->CS9;US96->CS48;US110->CS54;US11->CS35;US24->CS16;US45->CS13;US55->CS23;US11->CS3;US22->CS54;US88->CS16;US25->CS57;US89->CS1;US61->CS13;US57->CS41;US44->CS12;US55->CS63;US66->CS50;US92->CS44;US11->CS43;US13->CS21;US24->CS40;US76->CS44,-,0
30,random,US45->CS45;US82->CS18;US35->CS27;US26->CS42;US8->CS16;US112->CS8;US22->CS6;US40->CS0;US96->CS56;US94->CS14;US51->CS19;US124->CS28;US72->CS48;US109->CS13;US5->CS53;US4->CS60;US62->CS22;US88->CS32;US105->CS41;US36->CS44;US114->CS58;US25->CS41;US97->CS17;US38->CS38;US109->CS61;US2->CS26;US18->CS50;US42->CS58;US106->CS2;US94->CS22;US119->CS39;US9->CS41;US19->CS3;US65->CS57;US4->CS12;US96->CS32;US106->CS10;US45->CS37;US111->CS7;US69->CS53;US44->CS4,-,0
31,random,US91->CS35;US63->CS23;US69->CS45;US94->CS6;US114->CS58;US9->CS57;US14->CS14;US27->CS43;US80->CS40;US108->CS44;US93->CS45;US105->CS57;US65->CS25;US99->CS27;US94->CS46;US41->CS25;US39->CS7;US101->CS37;US54->CS6;US108->CS36;US38->CS6;US37->CS37;US5->CS61;US37->CS5;US84->CS12;US59->CS27;US84->CS20;US17->CS1;US33->CS49;US61->CS29;US57->CS57;US95->CS55;US106->CS50;US50->CS50;US34->CS26;US49->CS41;US114->CS42;US86->CS62;US115->CS11;US96->CS16;US97->CS41,-,0
32,random,US18->CS18;US42->CS34;US109->CS21;US102->CS62;US15->CS63;US7->CS63;US59->CS19;US108->CS4;US106->CS50;US27->CS35;US97->CS33;US26->CS42;US63->CS15;US110->CS38;US26->CS34;US58->CS50;US46->CS6;US8->CS24;US27->CS19;US116->CS12;US111->CS55;US25->CS25;US12->CS12;US108->CS12;US121->CS49;US12->CS52;US35->CS35;US45->CS37;US127->CS31;US86->CS6;US83->CS11;US66->CS42;US72->CS24;US34->CS10;US11->CS35;US25->CS41;US77->CS45;US25->CS1;US98->CS10;US47->CS23;US31->CS23,-,0
33,random,US16->CS40;US6->CS54;US43->CS11;US23->CS7;US99->CS43;US26->CS58;US100->CS36;US2->CS50;US90->CS10;US27->CS19;US8->CS0;US29->CS45;US96->CS48;US68->CS28;US10->CS42;US3->CS43;US49->CS41;US109->CS61;US44->CS12;US57->CS1;US91->CS3;US16->CS0;US119->CS63;US70->CS22;US88->CS0;US67->CS3;US113->CS33;US113->CS49;US76->CS20;US21->CS29;US84->CS60;US114->CS26;US58->CS50;US14->CS38;US84->CS44;US62->CS62;US69->CS21;US27->CS51;US5->CS5;US102->CS54;US49->CS17,-,0
34,random,US27->CS11;US72->CS0;US114->CS18;US29->CS5;US19->CS43;US67->CS51;US60->CS20;US95->CS47;US2->CS50;US50->CS42;US92->CS4;US81->CS57;US55->CS39;US24->CS0;US25->CS9;US55->CS15;US64->CS40;US74->CS42;US44->CS20;US121->CS33;US122->CS26;US52->CS52;US86->CS46;US117->CS53;US66->CS10;US112->CS24;US125->CS29;US118->CS46;US59->CS43;US43->CS11;US122->CS2;US4->CS52;US103->CS55;US27->CS35;US109->CS53;US92->CS60;US17->CS41;US111->CS39;US95->CS31;US80->CS16;US36->CS44,-,0
35,random,US118->CS30;US118->CS14;US107->CS11;US26->CS18;US85->CS37;US26->CS58;US108->CS44;US95->CS23;US76->CS12;US120->CS8;US52->CS28;US58->CS2;US89->CS33;US105->CS33;US124->CS36;US33->CS1;US122->CS26;US74->CS42;US60->CS44;US105->CS49;US102->CS62;US2->CS34;US57->CS1;US77->CS37;US104->CS8;US124->CS20;US122->CS10;US107->CS35;US94->CS22;US113->CS41;US60->CS60;US55->CS23;US36->CS28;US60->CS36;US85->CS5;US63->CS55;US13->CS53;US114->CS50;US110->CS62;US127->CS47;US3->CS19,-,0
