epoch,policy,chosen,verdict,correct
1,random,US125->CS37;US33->CS33;US42->CS26;US103->CS47;US62->CS14;US121->CS33;US49->CS57;US33->CS1;US51->CS35;US16->CS48;US68->CS44;US108->CS12;US56->CS8;US39->CS63;US112->CS16;US23->CS63;US39->CS39;US8->CS24;US76->CS60;US42->CS42;US40->CS32;US73->CS25;US77->CS21;US76->CS12;US97->CS1;US24->CS32;US107->CS35;US44->CS4;US22->CS6;US51->CS43;US100->CS4;US47->CS31;US36->CS12;US83->CS35;US84->CS52;US59->CS35;US2->CS34;US16->CS8;US18->CS58;US34->CS10;US117->CS21,-,0
12,random,US126->CS54;US74->CS34;US80->CS0;US21->CS37;US101->CS37;US83->CS11;US127->CS39;US114->CS58;US2->CS26;US0->CS32;US84->CS36;US39->CS47;US35->CS43;US22->CS54;US109->CS61;US23->CS31;US53->CS45;US23->CS15;US25->CS33;US80->CS48;US54->CS54;US88->CS0;US25->CS57;US97->CS49;US38->CS46;US67->CS35;US75->CS11;US1->CS33;US92->CS4;US52->CS36;US42->CS50;US70->CS54;US111->CS31;US99->CS51;US26->CS42;US82->CS2;US123->CS35;US110->CS46;US71->CS15;US55->CS47;US9->CS17,-,0
13,random,US42->CS18;US43->CS43;US61->CS13;US13->CS29;US72->CS8;US38->CS30;US77->CS37;US32->CS56;US47->CS7;US113->CS17;US106->CS58;US11->CS51;US10->CS26;US38->CS6;US9->CS57;US90->CS26;US82->CS10;US34->CS18;US77->CS13;US2->CS10;US13->CS53;US90->CS34;US90->CS18;US38->CS46;US19->CS51;US47->CS15;US63->CS39;US36->CS60;US74->CS18;US87->CS23;US104->CS56;US36->CS28;US36->CS20;US113->CS25;US80->CS24;US43->CS51;US52->CS12;US9->CS25;US64->CS32;US101->CS37;US107->CS43,-,0
14,random,US72->CS48;US124->CS52;US80->CS8;US50->CS58;US66->CS26;US127->CS39;US31->CS63;US11->CS3;US22->CS62;US90->CS18;US51->CS35;US4->CS52;US84->CS60;US9->CS1;US78->CS22;US80->CS0;US63->CS63;US88->CS8;US61->CS53;US64->CS24;US40->CS40;US90->CS10;US53->CS45;US5->CS61;US30->CS30;US116->CS44;US127->CS15;US123->CS19;US120->CS0;US0->CS8;US124->CS4;US117->CS21;US63->CS15;US6->CS38;US65->CS57;US37->CS53;US84->CS44;US72->CS24;US111->CS63;US119->CS39;US104->CS40,-,0
15,random,US109->CS21;US119->CS47;US43->CS51;US78->CS46;US98->CS26;US114->CS34;US125->CS53;US93->CS61;US0->CS48;US93->CS29;US105->CS49;US53->CS29;US89->CS1;US14->CS6;US85->CS53;US46->CS22;US62->CS14;US39->CS39;US4->CS12;US97->CS17;US110->CS38;US4->CS36;US46->CS6;US42->CS10;US119->CS55;US123->CS43;US119->CS39;US113->CS9;US105->CS41;US15->CS63;US110->CS46;US29->CS21;US49->CS33;US77->CS21;US41->CS33;US29->CS53;US96->CS56;US40->CS56;US21->CS13;US35->CS35;US70->CS46,-,0
16,random,US90->CS26;US50->CS34;US32->CS16;US27->CS27;US111->CS31;US43->CS19;US29->CS61;US96->CS56;US108->CS4;US94->CS62;US119->CS47;US81->CS49;US80->CS48;US3->CS35;US16->CS56;US43->CS51;US62->CS62;US12->CS20;US7->CS23;US17->CS57;US114->CS58;US112->CS24;US96->CS8;US57->CS25;US83->CS19;US105->CS33;US106->CS26;US76->CS20;US82->CS42;US43->CS35;US104->CS56;US85->CS13;US33->CS17;US46->CS62;US59->CS51;US69->CS21;US83->CS11;US91->CS59;US72->CS40;US7->CS47;US80->CS32,-,0
17,random,US8->CS24;US40->CS8;US53->CS29;US59->CS19;US100->CS12;US51->CS27;US116->CS60;US62->CS14;US17->CS33;US81->CS49;US94->CS46;US110->CS14;US86->CS14;US67->CS3;US72->CS8;US22->CS46;US17->CS9;US119->CS63;US65->CS49;US34->CS18;US122->CS10;US91->CS3;US77->CS13;US110->CS46;US74->CS34;US43->CS43;US35->CS27;US104->CS8;US61->CS5;US81->CS9;US114->CS26;US24->CS48;US124->CS44;US64->CS48;US123->CS43;US106->CS42;US26->CS58;US31->CS39;US14->CS14;US7->CS7;US28->CS4,-,0
18,random,US89->CS33;US75->CS43;US7->CS55;US69->CS53;US0->CS0;US76->CS12;US4->CS52;US80->CS48;US3->CS51;US111->CS7;US19->CS59;US64->CS56;US85->CS21;US33->CS1;US47->CS31;US51->CS3;US107->CS51;US41->CS17;US28->CS4;US84->CS20;US7->CS31;US22->CS30;US76->CS44;US73->CS25;US90->CS50;US23->CS7;US100->CS12;US48->CS40;US30->CS62;US102->CS22;US125->CS21;US120->CS40;US1->CS41;US24->CS48;US99->CS27;US90->CS18;US65->CS25;US73->CS49;US13->CS61;US22->CS14;US97->CS49,US0->CS0,1
19,random,US124->CS12;US121->CS17;US126->CS14;US83->CS35;US19->CS43;US4->CS20;US11->CS19;US80->CS24;US97->CS9;US49->CS25;US2->CS50;US96->CS32;US59->CS51;US119->CS23;US97->CS57;US7->CS47;US21->CS45;US19->CS35;US87->CS63;US53->CS61;US89->CS25;US75->CS35;US21->CS61;US28->CS20;US89->CS41;US67->CS19;US39->CS23;US19->CS11;US74->CS10;US25->CS57;US67->CS27;US42->CS50;US23->CS63;US33->CS17;US58->CS26;US40->CS16;US105->CS41;US28->CS28;US56->CS16;US111->CS39;US15->CS47,-,0
20,random,US105->CS41;US69->CS21;US19->CS3;US62->CS38;US7->CS7;US10->CS58;US29->CS29;US102->CS62;US67->CS43;US91->CS59;US58->CS42;US21->CS13;US111->CS23;US53->CS45;US14->CS46;US113->CS33;US75->CS27;US29->CS61;US34->CS18;US24->CS8;US17->CS25;US106->CS18;US16->CS8;US88->CS56;US21->CS53;US11->CS27;US101->CS5;US25->CS57;US112->CS16;US43->CS35;US14->CS38;US45->CS13;US106->CS10;US65->CS25;US51->CS11;US20->CS36;US1->CS25;US30->CS22;US87->CS15;US125->CS61;US5->CS37,-,0
21,random,US15->CS55;US55->CS23;US11->CS51;US90->CS50;US57->CS41;US86->CS30;US41->CS25;US28->CS60;US80->CS48;US52->CS20;US41->CS9;US20->CS28;US61->CS21;US126->CS38;US25->CS1;US49->CS25;US22->CS30;US110->CS22;US59->CS59;US50->CS26;US70->CS62;US94->CS22;US37->CS37;US68->CS52;US106->CS18;US41->CS1;US9->CS41;US120->CS8;US35->CS35;US37->CS5;US0->CS32;US54->CS6;US53->CS37;US89->CS17;US7->CS47;US10->CS58;US86->CS6;US47->CS23;US93->CS5;US76->CS4;US81->CS9,-,0
22,random,US34->CS58;US76->CS4;US89->CS49;US66->CS2;US79->CS15;US68->CS60;US0->CS48;US81->CS17;US121->CS57;US73->CS41;US59->CS35;US38->CS46;US66->CS42;US51->CS59;US22->CS54;US61->CS29;US33->CS33;US117->CS45;US77->CS45;US14->CS14;US105->CS49;US27->CS3;US94->CS30;US72->CS32;US60->CS44;US57->CS9;US82->CS26;US74->CS10;US87->CS63;US119->CS55;US51->CS51;US122->CS26;US123->CS51;US71->CS31;US17->CS25;US14->CS22;US115->CS43;US42->CS34;US90->CS58;US43->CS51;US109->CS5,-,0
23,random,US96->CS0;US78->CS62;US99->CS59;US97->CS41;US75->CS51;US65->CS41;US61->CS13;US15->CS31;US29->CS37;US52->CS44;US66->CS58;US117->CS13;US91->CS27;US36->CS44;US111->CS23;US88->CS48;US71->CS63;US2->CS2;US90->CS42;US36->CS4;US60->CS28;US86->CS22;US55->CS39;US68->CS4;US54->CS62;US28->CS44;US96->CS24;US68->CS60;US27->CS59;US8->CS40;US45->CS45;US19->CS27;US86->CS54;US29->CS29;US65->CS17;US93->CS45;US98->CS26;US64->CS16;US124->CS52;US118->CS14;US100->CS4,-,0
24,random,US90->CS18;US10->CS58;US53->CS29;US14->CS6;US46->CS14;US82->CS50;US87->CS39;US49->CS1;US4->CS20;US33->CS9;US62->CS38;US5->CS61;US33->CS41;US44->CS52;US108->CS44;US87->CS31;US122->CS10;US14->CS54;US30->CS14;US23->CS47;US33->CS33;US83->CS3;US60->CS28;US111->CS63;US67->CS27;US122->CS34;US26->CS34;US80->CS0;US120->CS40;US18->CS42;US13->CS61;US124->CS12;US79->CS15;US103->CS47;US88->CS32;US35->CS43;US126->CS46;US19->CS43;US8->CS24;US127->CS7;US89->CS57,-,0
25,random,US80->CS0;US45->CS37;US10->CS34;US42->CS2;US21->CS45;US11->CS19;US57->CS9;US78->CS38;US109->CS5;US100->CS20;US10->CS2;US106->CS10;US105->CS9;US96->CS48;US124->CS20;US43->CS35;US67->CS11;US78->CS30;US65->CS25;US25->CS41;US120->CS40;US52->CS36;US40->CS24;US64->CS8;US26->CS50;US64->CS56;US53->CS13;US14->CS14;US36->CS4;US97->CS9;US124->CS52;US108->CS12;US120->CS8;US119->CS63;US39->CS23;US49->CS57;US65->CS17;US92->CS20;US23->CS47;US29->CS21;US115->CS35,-,0
26,random,US86->CS22;US58->CS18;US10->CS34;US69->CS37;US12->CS60;US91->CS51;US45->CS61;US94->CS6;US38->CS54;US6->CS46;US60->CS44;US97->CS41;US60->CS36;US99->CS27;US20->CS20;US49->CS41;US62->CS14;US35->CS51;US108->CS20;US101->CS45;US108->CS28;US120->CS8;US103->CS31;US30->CS6;US52->CS60;US5->CS45;US49->CS25;US126->CS46;US92->CS4;US22->CS46;US102->CS62;US74->CS2;US29->CS13;US57->CS25;US114->CS34;US110->CS38;US26->CS26;US123->CS35;US56->CS32;US53->CS21;US116->CS4,-,0
27,random,US25->CS57;US15->CS15;US10->CS26;US61->CS13;US63->CS55;US98->CS10;US82->CS58;US108->CS52;US12->CS28;US77->CS29;US87->CS47;US26->CS10;US60->CS4;US68->CS28;US111->CS23;US8->CS32;US8->CS48;US124->CS4;US69->CS5;US56->CS32;US32->CS56;US15->CS23;US41->CS57;US1->CS33;US119->CS39;US78->CS22;US7->CS23;US23->CS47;US125->CS45;US47->CS15;US59->CS19;US55->CS55;US67->CS3;US20->CS60;US47->CS31;US5->CS37;US103->CS23;US51->CS19;US28->CS28;US65->CS49;US63->CS7,-,0
28,random,US37->CS53;US65->CS25;US103->CS7;US125->CS29;US12->CS52;US56->CS40;US39->CS63;US100->CS12;US95->CS63;US72->CS16;US108->CS36;US28->CS20;US85->CS21;US84->CS52;US80->CS0;US23->CS31;US80->CS24;US7->CS63;US55->CS47;US57->CS9;US85->CS61;US96->CS40;US62->CS14;US62->CS62;US94->CS30;US6->CS22;US5->CS13;US77->CS21;US118->CS30;US97->CS25;US80->CS32;US17->CS57;US60->CS36;US98->CS18;US45->CS53;US43->CS35;US7->CS15;US87->CS55;US114->CS10;US47->CS23;US50->CS26,-,0
29,random,US47->CS47;US23->CS7;US57->CS25;US18->CS18;US33->CS25;US31->CS31;US126->CS30;US87->CS63;US75->CS59;US29->CS61;US33->CS9;US36->CS4;US107->CS3;US43->CS43;US64->CS48;US83->CS3;US116->CS12;US8->CS8;US69->CS37;US49->CS41;US94->CS22;US89->CS57;US58->CS18;US126->CS54;US26->CS2;US11->CS11;US99->CS59;US69->CS29;US21->CS5;US104->CS56;US44->CS4;US51->CS11;US10->CS10;US31->CS23;US7->CS7;US93->CS53;US49->CS49;US40->CS0;US88->CS40;US112->CS48;US124->CS60,-,0
30,random,US126->CS62;US42->CS50;US93->CS21;US25->CS25;US37->CS21;US14->CS62;US9->CS25;US53->CS61;US14->CS54;US51->CS27;US103->CS55;US50->CS2;US85->CS53;US0->CS16;US16->CS16;US104->CS56;US1->CS25;US73->CS49;US12->CS44;US72->CS8;US17->CS25;US117->CS61;US121->CS33;US12->CS4;US107->CS35;US51->CS51;US48->CS56;US61->CS21;US83->CS11;US116->CS44;US105->CS57;US127->CS7;US22->CS30;US73->CS9;US33->CS1;US26->CS58;US98->CS34;US1->CS9;US32->CS16;US18->CS10;US79->CS15,-,0
31,random,US71->CS23;US21->CS45;US64->CS32;US59->CS59;US38->CS30;US21->CS21;US97->CS57;US89->CS57;US72->CS8;US69->CS37;US104->CS8;US23->CS23;US7->CS47;US57->CS17;US107->CS3;US15->CS55;US107->CS51;US15->CS15;US11->CS51;US59->CS43;US56->CS32;US87->CS23;US19->CS19;US113->CS9;US45->CS61;US86->CS22;US54->CS30;US38->CS38;US72->CS48;US111->CS7;US63->CS23;US67->CS35;US31->CS55;US4->CS44;US97->CS41;US124->CS28;US52->CS60;US120->CS32;US66->CS10;US72->CS24;US7->CS39,-,0
32,random,US111->CS15;US41->CS49;US24->CS32;US21->CS37;US11->CS11;US24->CS8;US127->CS15;US12->CS60;US54->CS22;US37->CS29;US33->CS49;US102->CS6;US17->CS25;US53->CS37;US122->CS10;US82->CS58;US92->CS36;US91->CS27;US70->CS14;US54->CS14;US57->CS33;US68->CS60;US41->CS25;US98->CS2;US4->CS12;US46->CS6;US113->CS9;US29->CS61;US44->CS20;US5->CS37;US103->CS55;US56->CS56;US105->CS25;US88->CS56;US54->CS62;US95->CS63;US34->CS34;US8->CS24;US117->CS29;US71->CS55;US60->CS28,-,0
33,random,US35->CS35;US43->CS35;US89->CS49;US47->CS15;US13->CS45;US104->CS16;US105->CS57;US118->CS54;US103->CS23;US16->CS16;US63->CS55;US92->CS12;US100->CS60;US88->CS0;US93->CS13;US121->CS49;US26->CS50;US99->CS35;US27->CS3;US44->CS4;US21->CS29;US37->CS29;US82->CS18;US71->CS7;US100->CS52;US114->CS18;US72->CS40;US99->CS43;US63->CS39;US42->CS18;US115->CS11;US79->CS15;US41->CS17;US23->CS7;US19->CS59;US79->CS47;US34->CS42;US55->CS31;US26->CS2;US53->CS5;US66->CS58,-,0
34,random,US93->CS29;US21->CS37;US104->CS8;US51->CS27;US67->CS59;US109->CS13;US17->CS33;US72->CS0;US28->CS4;US74->CS2;US61->CS29;US17->CS1;US51->CS59;US127->CS47;US8->CS0;US98->CS2;US92->CS12;US118->CS6;US32->CS8;US40->CS48;US46->CS54;US76->CS52;US102->CS46;US46->CS22;US4->CS20;US112->CS32;US62->CS6;US16->CS0;US100->CS4;US29->CS61;US51->CS51;US33->CS41;US113->CS33;US126->CS46;US20->CS20;US7->CS7;US60->CS36;US71->CS31;US19->CS11;US97->CS9;US122->CS10,-,0
35,random,US68->CS60;US73->CS25;US124->CS44;US34->CS2;US2->CS18;US91->CS27;US42->CS58;US66->CS2;US27->CS11;US21->CS53;US24->CS56;US121->CS49;US95->CS55;US122->CS26;US112->CS40;US77->CS5;US56->CS16;US49->CS9;US36->CS28;US31->CS47;US66->CS34;US56->CS8;US60->CS44;US110->CS46;US55->CS23;US13->CS37;US98->CS50;US1->CS9;US21->CS5;US81->CS25;US23->CS55;US99->CS19;US16->CS16;US67->CS27;US39->CS7;US127->CS31;US126->CS14;US9->CS49;US102->CS6;US55->CS31;US37->CS53,-,0
