epoch,policy,chosen,verdict,correct
15,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
16,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
17,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
18,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
19,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
20,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
21,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
22,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
23,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
24,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
25,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,US6->CS10,1
26,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
27,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
28,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
29,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
30,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
31,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
32,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
33,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
34,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
35,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
36,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
37,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
38,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
39,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
40,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
41,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
42,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
43,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
44,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
45,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
46,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
47,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
48,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
49,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
50,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
51,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
52,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
53,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,US6->CS10,1
54,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
55,extern,US0->CS0;US0->CS4;US0->CS8;US0->CS12;US1->CS1;US1->CS5;US1->CS9;US1->CS13;US2->CS2;US2->CS6;US2->CS10;US2->CS14;US3->CS3;US3->CS7;US3->CS11;US3->CS15;US4->CS0;US4->CS4;US4->CS8;US4->CS12;US5->CS1;US5->CS5;US5->CS9;US5->CS13;US6->CS2;US6->CS6;US6->CS10;US6->CS14;US7->CS3;US7->CS7;US7->CS11;US7->CS15,-,0
