epoch,policy,chosen,verdict,correct
1,random,US9->CS1;US110->CS30;US64->CS56;US9->CS33;US30->CS30;US125->CS13;US88->CS48;US72->CS56;US7->CS47;US35->CS3;US113->CS49;US118->CS54;US89->CS57;US56->CS40;US82->CS26;US84->CS60;US55->CS63;US77->CS61;US61->CS29;US17->CS1;US31->CS63;US77->CS21;US115->CS43;US111->CS47;US15->CS7;US6->CS30;US39->CS55;US70->CS14;US81->CS57;US83->CS43;US57->CS25;US63->CS7;US24->CS56;US92->CS60;US75->CS59;US63->CS55;US85->CS45;US11->CS43;US79->CS23;US60->CS4;US60->CS28,-,0
12,random,US3->CS3;US57->CS17;US64->CS16;US26->CS34;US75->CS27;US63->CS39;US10->CS42;US2->CS42;US0->CS16;US67->CS27;US77->CS21;US126->CS62;US50->CS10;US8->CS24;US9->CS41;US63->CS31;US116->CS12;US3->CS35;US66->CS50;US41->CS49;US72->CS8;US56->CS8;US47->CS31;US35->CS35;US18->CS58;US42->CS50;US90->CS10;US38->CS46;US1->CS33;US42->CS2;US15->CS31;US96->CS16;US71->CS55;US93->CS53;US35->CS3;US68->CS36;US89->CS33;US25->CS41;US54->CS30;US5->CS37;US25->CS49,-,0
13,random,US50->CS26;US50->CS18;US34->CS26;US76->CS36;US72->CS24;US60->CS20;US31->CS39;US111->CS47;US59->CS19;US57->CS17;US37->CS29;US123->CS3;US93->CS5;US118->CS22;US17->CS49;US0->CS56;US109->CS13;US81->CS1;US74->CS18;US77->CS5;US93->CS61;US9->CS41;US11->CS51;US111->CS31;US47->CS47;US51->CS11;US58->CS50;US57->CS49;US9->CS9;US89->CS41;US110->CS46;US7->CS63;US44->CS36;US18->CS42;US6->CS22;US114->CS26;US105->CS41;US26->CS34;US10->CS10;US66->CS58;US43->CS43,-,0
14,random,US8->CS0;US63->CS39;US45->CS21;US71->CS47;US1->CS41;US121->CS41;US99->CS19;US97->CS57;US45->CS45;US50->CS26;US112->CS16;US29->CS5;US39->CS63;US89->CS49;US7->CS23;US26->CS26;US35->CS51;US9->CS49;US108->CS20;US16->CS56;US103->CS7;US82->CS58;US97->CS25;US121->CS25;US101->CS5;US40->CS40;US64->CS56;US74->CS18;US19->CS35;US121->CS57;US44->CS52;US100->CS44;US60->CS20;US52->CS20;US103->CS15;US122->CS18;US7->CS15;US118->CS62;US77->CS45;US72->CS32;US80->CS16,-,0
15,random,US36->CS28;US34->CS18;US12->CS52;US18->CS50;US14->CS30;US83->CS19;US71->CS39;US91->CS51;US109->CS61;US10->CS10;US44->CS12;US112->CS56;US15->CS23;US114->CS18;US38->CS38;US57->CS1;US89->CS33;US90->CS10;US15->CS63;US46->CS46;US91->CS35;US14->CS6;US88->CS40;US97->CS33;US14->CS62;US52->CS60;US6->CS46;US49->CS25;US93->CS13;US17->CS41;US73->CS41;US40->CS16;US32->CS40;US71->CS15;US104->CS40;US102->CS46;US59->CS3;US101->CS53;US81->CS25;US112->CS40;US58->CS58,-,0
16,random,US16->CS40;US42->CS18;US78->CS62;US60->CS12;US98->CS2;US107->CS43;US84->CS36;US11->CS59;US59->CS27;US36->CS36;US119->CS31;US105->CS49;US19->CS3;US48->CS0;US87->CS55;US119->CS23;US89->CS1;US40->CS32;US11->CS35;US98->CS42;US65->CS9;US9->CS57;US119->CS39;US46->CS6;US52->CS60;US85->CS53;US110->CS30;US36->CS28;US8->CS8;US11->CS19;US126->CS62;US30->CS6;US126->CS30;US120->CS40;US119->CS55;US77->CS21;US118->CS30;US120->CS16;US43->CS27;US107->CS51;US46->CS38,-,0
17,random,US94->CS38;US50->CS26;US47->CS23;US20->CS36;US118->CS14;US17->CS17;US1->CS17;US87->CS15;US13->CS5;US60->CS60;US122->CS42;US70->CS54;US103->CS39;US98->CS10;US61->CS5;US86->CS54;US87->CS7;US35->CS59;US106->CS10;US41->CS25;US125->CS37;US2->CS34;US23->CS39;US85->CS61;US124->CS36;US51->CS19;US19->CS27;US98->CS42;US11->CS27;US52->CS20;US42->CS34;US101->CS29;US40->CS0;US28->CS44;US69->CS5;US57->CS25;US62->CS6;US74->CS18;US0->CS56;US89->CS41;US49->CS41,-,0
18,random,US28->CS4;US39->CS7;US46->CS46;US104->CS0;US2->CS58;US29->CS45;US42->CS34;US122->CS42;US32->CS48;US44->CS44;US127->CS15;US73->CS9;US111->CS63;US59->CS11;US24->CS8;US112->CS48;US7->CS31;US50->CS34;US125->CS21;US106->CS26;US40->CS16;US113->CS33;US7->CS15;US36->CS12;US37->CS13;US126->CS38;US92->CS28;US92->CS4;US74->CS10;US67->CS19;US38->CS30;US56->CS16;US1->CS9;US75->CS11;US104->CS56;US125->CS53;US99->CS19;US60->CS36;US27->CS27;US56->CS56;US103->CS39,-,0
19,random,US81->CS57;US98->CS58;US101->CS37;US21->CS45;US50->CS42;US89->CS25;US6->CS46;US124->CS44;US44->CS28;US0->CS24;US28->CS60;US78->CS62;US9->CS9;US89->CS1;US44->CS52;US84->CS36;US122->CS18;US77->CS53;US102->CS22;US3->CS59;US102->CS54;US118->CS6;US85->CS53;US50->CS50;US2->CS50;US57->CS41;US117->CS13;US41->CS57;US101->CS61;US85->CS61;US45->CS21;US102->CS30;US103->CS47;US47->CS39;US89->CS57;US44->CS12;US112->CS56;US87->CS55;US123->CS19;US116->CS44;US42->CS34,-,0
20,random,US120->CS16;US26->CS10;US104->CS40;US84->CS20;US44->CS36;US115->CS51;US24->CS32;US74->CS34;US17->CS49;US112->CS48;US33->CS33;US29->CS29;US72->CS48;US15->CS31;US109->CS37;US68->CS12;US29->CS5;US29->CS37;US79->CS23;US92->CS60;US124->CS44;US103->CS47;US22->CS46;US56->CS24;US53->CS21;US103->CS39;US58->CS58;US94->CS38;US41->CS41;US94->CS54;US65->CS25;US56->CS8;US82->CS50;US38->CS6;US91->CS59;US59->CS35;US46->CS6;US114->CS18;US63->CS47;US83->CS43;US55->CS63,US29->CS29,1
21,random,US110->CS6;US42->CS50;US105->CS41;US84->CS20;US35->CS3;US96->CS48;US76->CS60;US90->CS50;US54->CS62;US18->CS10;US116->CS28;US8->CS48;US110->CS62;US1->CS17;US61->CS53;US113->CS9;US69->CS61;US67->CS59;US93->CS21;US58->CS34;US119->CS39;US51->CS59;US64->CS8;US105->CS9;US99->CS27;US77->CS61;US125->CS37;US80->CS32;US45->CS5;US79->CS7;US59->CS51;US112->CS0;US63->CS31;US95->CS15;US7->CS23;US95->CS47;US121->CS25;US120->CS32;US120->CS56;US7->CS55;US47->CS39,-,0
22,random,US116->CS4;US70->CS14;US59->CS19;US87->CS55;US113->CS41;US93->CS45;US89->CS9;US112->CS40;US89->CS17;US87->CS63;US27->CS3;US39->CS63;US80->CS56;US36->CS12;US85->CS45;US14->CS46;US17->CS49;US105->CS1;US68->CS12;US24->CS8;US51->CS43;US119->CS23;US58->CS10;US59->CS59;US41->CS33;US41->CS49;US107->CS43;US107->CS19;US4->CS4;US90->CS50;US120->CS48;US122->CS50;US108->CS12;US16->CS24;US10->CS58;US109->CS61;US56->CS24;US107->CS59;US110->CS54;US113->CS49;US40->CS0,-,0
23,random,US76->CS28;US46->CS46;US108->CS52;US127->CS55;US9->CS57;US54->CS46;US39->CS31;US1->CS9;US90->CS42;US41->CS17;US79->CS31;US3->CS11;US124->CS12;US110->CS6;US45->CS13;US11->CS59;US40->CS24;US125->CS21;US37->CS61;US112->CS40;US109->CS5;US125->CS5;US63->CS23;US35->CS27;US76->CS4;US30->CS14;US6->CS46;US26->CS2;US121->CS17;US27->CS51;US91->CS3;US100->CS36;US34->CS50;US83->CS19;US125->CS61;US95->CS7;US30->CS22;US89->CS33;US78->CS30;US38->CS46;US69->CS21,-,0
24,random,US62->CS6;US51->CS43;US8->CS16;US33->CS9;US24->CS16;US36->CS44;US117->CS61;US35->CS11;US77->CS45;US111->CS7;US42->CS2;US70->CS38;US85->CS53;US49->CS41;US53->CS37;US124->CS12;US0->CS40;US25->CS25;US72->CS0;US11->CS3;US72->CS48;US20->CS28;US9->CS1;US30->CS62;US87->CS55;US94->CS14;US14->CS46;US28->CS20;US20->CS20;US89->CS41;US46->CS38;US71->CS7;US7->CS39;US32->CS48;US74->CS26;US33->CS49;US45->CS37;US120->CS8;US52->CS60;US36->CS20;US114->CS18,-,0
25,random,US78->CS46;US108->CS4;US53->CS45;US21->CS45;US51->CS19;US74->CS50;US96->CS48;US113->CS9;US62->CS22;US19->CS35;US115->CS11;US62->CS14;US28->CS28;US25->CS17;US35->CS3;US124->CS60;US45->CS21;US59->CS59;US11->CS59;US71->CS31;US23->CS7;US109->CS13;US75->CS3;US55->CS15;US67->CS35;US126->CS46;US44->CS60;US86->CS54;US120->CS32;US105->CS17;US0->CS56;US54->CS14;US78->CS62;US17->CS1;US112->CS48;US82->CS10;US61->CS45;US36->CS44;US48->CS0;US27->CS51;US111->CS23,-,0
26,random,US14->CS62;US3->CS59;US98->CS50;US1->CS41;US50->CS34;US53->CS5;US74->CS34;US29->CS53;US118->CS6;US100->CS60;US5->CS53;US34->CS58;US72->CS24;US49->CS17;US1->CS25;US105->CS41;US83->CS43;US111->CS31;US66->CS50;US73->CS17;US62->CS6;US107->CS51;US80->CS0;US124->CS20;US95->CS31;US18->CS26;US20->CS44;US2->CS50;US50->CS26;US110->CS54;US78->CS38;US47->CS7;US73->CS33;US13->CS13;US53->CS29;US74->CS2;US60->CS44;US52->CS44;US50->CS58;US13->CS53;US64->CS8,-,0
27,random,US95->CS47;US75->CS3;US93->CS61;US33->CS49;US5->CS21;US21->CS53;US24->CS32;US85->CS5;US103->CS15;US79->CS31;US112->CS0;US36->CS60;US60->CS36;US91->CS3;US112->CS40;US45->CS61;US5->CS5;US109->CS61;US23->CS15;US85->CS37;US36->CS4;US19->CS11;US101->CS53;US71->CS7;US40->CS56;US118->CS30;US10->CS26;US59->CS11;US100->CS60;US88->CS56;US75->CS27;US51->CS43;US10->CS2;US109->CS45;US41->CS9;US67->CS59;US81->CS57;US93->CS45;US85->CS13;US60->CS52;US95->CS15,-,0
28,random,US126->CS54;US123->CS59;US0->CS48;US1->CS33;US44->CS44;US93->CS29;US47->CS39;US25->CS1;US111->CS63;US7->CS7;US96->CS32;US4->CS44;US34->CS26;US69->CS21;US42->CS34;US21->CS13;US105->CS33;US114->CS50;US113->CS9;US111->CS55;US64->CS8;US89->CS17;US106->CS18;US81->CS57;US65->CS17;US32->CS56;US124->CS20;US64->CS56;US91->CS43;US58->CS18;US112->CS56;US56->CS56;US15->CS55;US125->CS21;US18->CS50;US97->CS33;US7->CS15;US23->CS31;US54->CS38;US109->CS5;US79->CS23,-,0
29,random,US7->CS23;US43->CS35;US55->CS47;US82->CS10;US106->CS58;US43->CS3;US62->CS38;US84->CS28;US20->CS20;US34->CS2;US16->CS24;US16->CS16;US72->CS0;US32->CS56;US42->CS50;US31->CS39;US122->CS42;US82->CS2;US122->CS18;US24->CS24;US44->CS4;US64->CS0;US24->CS56;US50->CS42;US83->CS27;US37->CS21;US65->CS41;US43->CS19;US66->CS2;US102->CS62;US102->CS22;US47->CS7;US69->CS21;US36->CS4;US86->CS54;US39->CS55;US93->CS53;US72->CS16;US3->CS11;US7->CS15;US116->CS36,-,0
30,random,US4->CS12;US35->CS19;US32->CS48;US62->CS30;US19->CS43;US23->CS15;US31->CS39;US103->CS7;US27->CS51;US69->CS21;US98->CS10;US41->CS49;US97->CS33;US35->CS27;US76->CS44;US66->CS58;US119->CS31;US27->CS59;US114->CS58;US39->CS7;US57->CS25;US10->CS18;US5->CS5;US102->CS22;US117->CS5;US118->CS38;US33->CS41;US127->CS15;US16->CS32;US17->CS9;US122->CS18;US104->CS48;US86->CS30;US17->CS25;US42->CS2;US113->CS33;US28->CS4;US95->CS23;US7->CS23;US78->CS38;US27->CS43,-,0
31,random,US118->CS62;US74->CS50;US52->CS60;US12->CS4;US9->CS25;US112->CS40;US27->CS51;US77->CS45;US79->CS23;US90->CS50;US29->CS37;US103->CS55;US52->CS52;US92->CS60;US8->CS40;US63->CS55;US35->CS35;US116->CS28;US51->CS43;US97->CS49;US124->CS60;US17->CS17;US51->CS51;US12->CS12;US120->CS48;US79->CS7;US91->CS51;US108->CS28;US40->CS40;US116->CS36;US57->CS1;US19->CS51;US15->CS23;US123->CS43;US95->CS23;US106->CS42;US121->CS33;US31->CS39;US79->CS55;US72->CS40;US112->CS0,-,0
32,random,US92->CS36;US99->CS27;US108->CS20;US44->CS36;US68->CS20;US36->CS60;US87->CS15;US62->CS54;US22->CS38;US126->CS14;US33->CS41;US35->CS11;US71->CS23;US91->CS35;US91->CS43;US0->CS0;US67->CS3;US122->CS18;US117->CS13;US81->CS57;US110->CS46;US68->CS44;US125->CS53;US70->CS38;US116->CS12;US12->CS52;US110->CS14;US2->CS10;US21->CS61;US104->CS24;US115->CS19;US31->CS15;US20->CS44;US97->CS25;US23->CS7;US20->CS4;US54->CS38;US50->CS42;US13->CS13;US32->CS8;US100->CS52,-,0
33,random,US104->CS40;US37->CS53;US47->CS23;US26->CS58;US126->CS38;US87->CS47;US63->CS47;US52->CS52;US0->CS8;US73->CS17;US66->CS34;US85->CS21;US63->CS55;US12->CS36;US24->CS16;US71->CS31;US92->CS4;US31->CS23;US108->CS36;US77->CS61;US30->CS14;US98->CS18;US47->CS39;US15->CS47;US2->CS58;US79->CS15;US118->CS54;US9->CS25;US76->CS52;US60->CS12;US126->CS54;US94->CS6;US51->CS43;US107->CS11;US41->CS57;US95->CS31;US97->CS25;US52->CS36;US119->CS31;US71->CS55;US12->CS52,-,0
34,random,US55->CS7;US42->CS2;US55->CS15;US115->CS19;US114->CS50;US111->CS23;US26->CS42;US5->CS37;US19->CS3;US88->CS48;US25->CS33;US6->CS6;US103->CS47;US29->CS29;US22->CS54;US85->CS5;US111->CS7;US52->CS60;US44->CS44;US117->CS5;US102->CS46;US106->CS58;US125->CS5;US29->CS21;US70->CS38;US82->CS58;US28->CS36;US54->CS62;US118->CS14;US123->CS19;US111->CS15;US78->CS30;US47->CS23;US65->CS1;US121->CS57;US89->CS1;US75->CS59;US99->CS11;US23->CS55;US99->CS51;US23->CS63,US29->CS29,1
35,random,US82->CS2;US48->CS8;US124->CS28;US78->CS62;US77->CS5;US82->CS18;US6->CS6;US83->CS11;US41->CS49;US118->CS6;US117->CS45;US11->CS43;US63->CS7;US102->CS22;US98->CS42;US34->CS26;US93->CS13;US9->CS49;US52->CS60;US116->CS44;US11->CS27;US42->CS50;US29->CS29;US83->CS51;US127->CS23;US66->CS42;US54->CS22;US36->CS12;US22->CS6;US76->CS12;US9->CS9;US91->CS51;US70->CS30;US96->CS48;US77->CS37;US125->CS5;US52->CS44;US60->CS60;US102->CS46;US113->CS9;US91->CS43,-,0
