epoch,policy,chosen,verdict,correct
11,random,US4->CS36;US29->CS61;US118->CS54;US0->CS16;US109->CS61;US6->CS38;US9->CS25;US79->CS39;US63->CS7;US5->CS21;US90->CS58;US41->CS57;US16->CS56;US72->CS40;US82->CS42;US2->CS2;US85->CS53;US25->CS41;US52->CS12;US67->CS51;US26->CS34;US33->CS9;US10->CS42;US27->CS51;US119->CS23;US13->CS29;US36->CS4;US93->CS37;US35->CS59;US75->CS27;US12->CS36;US83->CS59;US110->CS62;US110->CS46;US125->CS61;US33->CS1;US87->CS7;US38->CS6;US23->CS63;US97->CS33;US3->CS59,-,0
12,random,US105->CS33;US121->CS17;US49->CS49;US89->CS25;US19->CS51;US24->CS8;US29->CS45;US81->CS33;US101->CS21;US82->CS18;US59->CS27;US16->CS48;US16->CS56;US20->CS36;US92->CS4;US28->CS60;US78->CS54;US97->CS25;US97->CS9;US122->CS34;US98->CS10;US80->CS48;US30->CS62;US114->CS26;US7->CS31;US84->CS4;US96->CS40;US2->CS50;US28->CS28;US127->CS55;US9->CS9;US34->CS42;US101->CS5;US80->CS0;US17->CS41;US50->CS26;US83->CS19;US3->CS11;US118->CS54;US32->CS16;US127->CS63,-,0
13,random,US80->CS0;US61->CS13;US71->CS39;US80->CS24;US70->CS30;US85->CS13;US98->CS58;US116->CS28;US112->CS8;US109->CS45;US96->CS8;US15->CS55;US77->CS53;US29->CS13;US53->CS53;US27->CS11;US51->CS51;US94->CS22;US68->CS60;US106->CS34;US63->CS23;US86->CS30;US115->CS3;US24->CS8;US95->CS47;US9->CS25;US36->CS20;US121->CS41;US32->CS24;US97->CS1;US92->CS52;US78->CS30;US41->CS9;US31->CS23;US7->CS55;US6->CS62;US75->CS11;US37->CS45;US68->CS20;US99->CS19;US5->CS37,-,0
14,random,US44->CS52;US81->CS41;US59->CS11;US118->CS30;US127->CS23;US62->CS46;US14->CS46;US48->CS48;US25->CS1;US55->CS7;US127->CS31;US10->CS2;US74->CS26;US120->CS40;US84->CS20;US22->CS38;US78->CS62;US14->CS6;US80->CS8;US118->CS14;US108->CS12;US15->CS47;US7->CS47;US100->CS60;US10->CS34;US39->CS63;US67->CS59;US106->CS26;US107->CS59;US118->CS54;US62->CS38;US20->CS4;US103->CS39;US72->CS8;US26->CS58;US67->CS35;US97->CS17;US58->CS18;US32->CS8;US93->CS21;US57->CS57,-,0
15,random,US55->CS23;US58->CS10;US59->CS27;US7->CS7;US72->CS40;US0->CS48;US30->CS38;US109->CS21;US22->CS38;US69->CS37;US18->CS10;US93->CS53;US51->CS11;US120->CS32;US75->CS11;US45->CS53;US9->CS49;US47->CS15;US118->CS14;US84->CS12;US45->CS61;US120->CS8;US97->CS33;US2->CS42;US108->CS36;US91->CS27;US90->CS50;US112->CS16;US3->CS43;US120->CS24;US64->CS8;US55->CS31;US47->CS39;US25->CS25;US78->CS62;US5->CS21;US43->CS11;US74->CS50;US66->CS2;US65->CS9;US47->CS31,-,0
16,random,US111->CS63;US67->CS35;US38->CS22;US86->CS62;US96->CS0;US34->CS2;US16->CS32;US28->CS44;US75->CS19;US87->CS15;US2->CS34;US93->CS45;US54->CS30;US4->CS52;US58->CS26;US65->CS25;US1->CS25;US78->CS38;US48->CS24;US57->CS33;US44->CS36;US20->CS36;US9->CS41;US27->CS51;US50->CS34;US6->CS38;US18->CS18;US8->CS16;US15->CS55;US63->CS31;US27->CS43;US59->CS19;US38->CS54;US60->CS28;US74->CS50;US59->CS43;US55->CS63;US113->CS57;US88->CS16;US64->CS0;US126->CS6,-,0
17,random,US69->CS37;US94->CS14;US123->CS3;US99->CS43;US74->CS42;US36->CS4;US115->CS19;US38->CS54;US56->CS8;US97->CS49;US111->CS7;US100->CS44;US30->CS22;US53->CS45;US57->CS57;US35->CS51;US90->CS26;US73->CS57;US14->CS46;US85->CS61;US105->CS41;US55->CS7;US43->CS27;US70->CS22;US37->CS37;US46->CS62;US79->CS15;US123->CS19;US10->CS2;US42->CS42;US25->CS25;US68->CS28;US101->CS53;US102->CS54;US90->CS18;US93->CS45;US94->CS38;US37->CS21;US85->CS21;US44->CS4;US79->CS31,-,0
18,random,US15->CS47;US47->CS47;US60->CS36;US111->CS15;US88->CS32;US41->CS41;US62->CS38;US29->CS13;US70->CS6;US87->CS15;US98->CS50;US25->CS9;US113->CS25;US18->CS10;US57->CS17;US67->CS11;US46->CS46;US18->CS26;US68->CS60;US94->CS6;US110->CS46;US35->CS19;US113->CS57;US88->CS40;US0->CS32;US52->CS4;US44->CS52;US19->CS59;US50->CS42;US32->CS32;US9->CS25;US91->CS43;US19->CS43;US108->CS4;US119->CS15;US89->CS41;US47->CS55;US14->CS6;US11->CS51;US19->CS51;US76->CS52,-,0
19,random,US126->CS6;US13->CS29;US84->CS28;US42->CS42;US100->CS52;US120->CS32;US0->CS8;US47->CS7;US96->CS40;US31->CS55;US78->CS30;US99->CS3;US100->CS4;US37->CS53;US25->CS17;US37->CS21;US29->CS37;US79->CS15;US31->CS63;US15->CS15;US54->CS6;US80->CS48;US85->CS5;US20->CS12;US81->CS17;US103->CS15;US58->CS2;US47->CS31;US46->CS62;US70->CS54;US95->CS39;US47->CS55;US60->CS60;US53->CS29;US109->CS29;US52->CS44;US52->CS4;US19->CS11;US94->CS30;US7->CS23;US108->CS44,-,0
20,random,US118->CS54;US20->CS60;US123->CS27;US89->CS17;US71->CS63;US63->CS15;US90->CS26;US29->CS61;US47->CS39;US76->CS44;US43->CS27;US126->CS22;US77->CS21;US61->CS5;US62->CS46;US20->CS52;US89->CS57;US113->CS41;US7->CS55;US75->CS27;US36->CS44;US75->CS43;US52->CS20;US61->CS29;US67->CS35;US104->CS16;US92->CS52;US12->CS20;US67->CS43;US39->CS31;US85->CS13;US44->CS60;US27->CS43;US71->CS23;US0->CS8;US13->CS29;US50->CS50;US112->CS56;US116->CS4;US62->CS38;US19->CS59,-,0
21,random,US28->CS28;US86->CS14;US15->CS63;US75->CS59;US56->CS32;US101->CS37;US6->CS38;US110->CS22;US59->CS59;US37->CS13;US101->CS29;US114->CS26;US9->CS25;US70->CS22;US126->CS62;US9->CS9;US42->CS10;US80->CS24;US120->CS40;US74->CS58;US5->CS37;US20->CS36;US22->CS38;US61->CS21;US50->CS34;US64->CS0;US17->CS9;US49->CS49;US69->CS45;US12->CS36;US33->CS49;US111->CS39;US79->CS7;US23->CS63;US7->CS31;US29->CS45;US60->CS60;US73->CS41;US1->CS25;US20->CS12;US114->CS58,-,0
22,random,US61->CS61;US70->CS30;US97->CS1;US66->CS34;US80->CS56;US45->CS45;US7->CS23;US53->CS5;US104->CS32;US114->CS50;US123->CS11;US110->CS30;US32->CS24;US33->CS57;US78->CS22;US6->CS54;US61->CS21;US75->CS3;US32->CS16;US40->CS48;US99->CS35;US83->CS43;US59->CS43;US100->CS52;US16->CS32;US85->CS61;US123->CS19;US64->CS32;US68->CS28;US82->CS42;US94->CS54;US76->CS60;US49->CS25;US0->CS8;US87->CS63;US95->CS15;US23->CS39;US107->CS19;US90->CS50;US19->CS35;US13->CS61,-,0
23,random,US44->CS20;US125->CS45;US59->CS35;US111->CS23;US88->CS0;US32->CS16;US69->CS37;US19->CS59;US82->CS34;US33->CS33;US90->CS50;US59->CS3;US72->CS48;US15->CS47;US71->CS23;US43->CS43;US75->CS3;US31->CS31;US80->CS32;US63->CS23;US70->CS30;US57->CS17;US55->CS15;US31->CS23;US67->CS35;US122->CS34;US25->CS1;US107->CS19;US52->CS36;US37->CS53;US49->CS41;US10->CS42;US116->CS28;US82->CS58;US12->CS52;US114->CS18;US40->CS16;US50->CS34;US112->CS32;US49->CS57;US29->CS53,-,0
24,random,US92->CS36;US4->CS20;US121->CS57;US106->CS42;US89->CS9;US103->CS47;US93->CS21;US23->CS63;US126->CS6;US46->CS46;US18->CS26;US37->CS45;US55->CS31;US29->CS45;US123->CS11;US7->CS39;US118->CS6;US65->CS41;US117->CS13;US85->CS45;US16->CS56;US75->CS43;US53->CS29;US113->CS33;US31->CS47;US38->CS54;US50->CS42;US75->CS51;US80->CS0;US124->CS36;US35->CS43;US76->CS52;US53->CS13;US84->CS52;US15->CS39;US115->CS11;US18->CS42;US71->CS31;US75->CS3;US101->CS61;US72->CS48,-,0
25,random,US119->CS23;US43->CS43;US64->CS56;US76->CS52;US125->CS29;US69->CS5;US22->CS6;US14->CS14;US8->CS0;US109->CS45;US13->CS5;US93->CS5;US46->CS38;US125->CS21;US65->CS1;US24->CS32;US114->CS10;US10->CS58;US107->CS35;US124->CS60;US79->CS7;US99->CS43;US59->CS51;US87->CS47;US72->CS8;US29->CS29;US30->CS22;US47->CS7;US7->CS31;US63->CS23;US82->CS10;US107->CS3;US94->CS14;US97->CS17;US23->CS7;US20->CS36;US79->CS31;US11->CS35;US47->CS31;US106->CS34;US114->CS18,-,0
26,random,US77->CS37;US8->CS40;US25->CS9;US83->CS43;US58->CS2;US58->CS26;US78->CS14;US98->CS2;US114->CS42;US23->CS7;US2->CS26;US88->CS8;US31->CS63;US88->CS40;US64->CS24;US53->CS5;US70->CS62;US91->CS35;US105->CS9;US72->CS56;US64->CS16;US62->CS46;US74->CS2;US99->CS27;US55->CS47;US43->CS51;US95->CS63;US47->CS23;US89->CS49;US92->CS20;US50->CS10;US62->CS54;US14->CS46;US14->CS62;US53->CS53;US111->CS55;US110->CS22;US121->CS49;US90->CS2;US66->CS58;US91->CS3,-,0
27,random,US33->CS49;US39->CS15;US18->CS10;US115->CS35;US101->CS13;US97->CS1;US115->CS51;US15->CS55;US9->CS9;US121->CS25;US33->CS1;US8->CS8;US59->CS35;US114->CS42;US56->CS40;US69->CS21;US32->CS0;US13->CS45;US60->CS20;US3->CS27;US80->CS0;US67->CS43;US62->CS22;US83->CS19;US104->CS32;US118->CS62;US104->CS24;US55->CS39;US48->CS8;US105->CS57;US24->CS48;US75->CS43;US41->CS33;US88->CS0;US84->CS28;US123->CS19;US111->CS7;US47->CS47;US20->CS36;US2->CS26;US4->CS44,-,0
28,random,US84->CS52;US73->CS25;US48->CS8;US123->CS3;US103->CS47;US110->CS38;US41->CS57;US75->CS19;US16->CS40;US87->CS31;US109->CS5;US30->CS30;US126->CS38;US88->CS32;US10->CS26;US121->CS49;US119->CS31;US66->CS42;US32->CS32;US50->CS50;US26->CS58;US127->CS15;US86->CS30;US13->CS61;US36->CS4;US101->CS29;US3->CS43;US65->CS17;US45->CS45;US105->CS9;US89->CS33;US113->CS25;US69->CS53;US97->CS25;US114->CS42;US77->CS45;US40->CS32;US12->CS20;US110->CS62;US86->CS14;US84->CS20,-,0
29,random,US121->CS25;US15->CS55;US57->CS33;US28->CS36;US127->CS63;US77->CS5;US109->CS61;US11->CS43;US118->CS46;US38->CS62;US115->CS59;US112->CS32;US104->CS16;US58->CS18;US119->CS39;US99->CS59;US67->CS59;US26->CS50;US78->CS46;US45->CS29;US72->CS32;US32->CS24;US123->CS19;US34->CS10;US80->CS16;US20->CS36;US95->CS15;US1->CS49;US88->CS16;US82->CS34;US63->CS15;US81->CS57;US1->CS41;US85->CS53;US21->CS29;US117->CS29;US49->CS25;US28->CS44;US118->CS38;US17->CS1;US76->CS60,-,0
30,random,US77->CS21;US86->CS30;US38->CS62;US43->CS27;US91->CS43;US34->CS2;US5->CS53;US116->CS4;US8->CS0;US16->CS8;US48->CS56;US19->CS43;US81->CS57;US6->CS14;US76->CS36;US21->CS37;US96->CS24;US32->CS16;US62->CS38;US92->CS28;US119->CS31;US47->CS31;US30->CS14;US84->CS44;US49->CS41;US97->CS9;US69->CS61;US127->CS23;US67->CS3;US15->CS7;US33->CS41;US4->CS52;US35->CS11;US52->CS20;US29->CS45;US36->CS60;US51->CS27;US5->CS5;US126->CS30;US73->CS41;US43->CS59,-,0
31,random,US31->CS7;US79->CS23;US96->CS48;US100->CS20;US74->CS26;US114->CS18;US79->CS39;US87->CS23;US89->CS57;US50->CS26;US24->CS24;US38->CS62;US69->CS13;US2->CS18;US121->CS41;US121->CS33;US43->CS11;US71->CS31;US105->CS33;US47->CS7;US67->CS3;US4->CS4;US80->CS56;US28->CS12;US121->CS49;US15->CS23;US68->CS4;US75->CS59;US30->CS54;US76->CS28;US48->CS56;US61->CS61;US18->CS58;US7->CS7;US59->CS27;US20->CS36;US46->CS6;US83->CS11;US4->CS28;US74->CS58;US49->CS17,-,0
32,random,US44->CS12;US116->CS20;US122->CS2;US60->CS36;US87->CS31;US53->CS29;US11->CS43;US81->CS9;US59->CS19;US44->CS28;US37->CS37;US68->CS36;US43->CS19;US1->CS33;US83->CS51;US1->CS9;US41->CS9;US97->CS17;US18->CS50;US27->CS51;US27->CS11;US43->CS43;US24->CS32;US107->CS43;US112->CS56;US123->CS59;US125->CS29;US78->CS22;US83->CS43;US16->CS40;US16->CS8;US76->CS60;US102->CS6;US72->CS40;US60->CS52;US124->CS4;US125->CS53;US72->CS24;US49->CS1;US81->CS33;US88->CS24,-,0
33,random,US79->CS39;US112->CS8;US2->CS10;US93->CS29;US126->CS54;US88->CS24;US16->CS32;US11->CS11;US0->CS8;US7->CS15;US90->CS42;US85->CS61;US121->CS9;US24->CS0;US73->CS1;US95->CS47;US84->CS28;US86->CS30;US95->CS31;US80->CS56;US54->CS14;US43->CS11;US39->CS7;US21->CS21;US65->CS9;US30->CS30;US90->CS50;US70->CS38;US116->CS44;US45->CS37;US45->CS21;US68->CS44;US14->CS14;US104->CS8;US67->CS3;US104->CS16;US75->CS11;US83->CS43;US42->CS50;US2->CS58;US57->CS17,-,0
34,random,US113->CS33;US36->CS52;US84->CS36;US36->CS4;US43->CS3;US15->CS47;US73->CS25;US104->CS48;US64->CS0;US127->CS55;US2->CS42;US75->CS19;US63->CS63;US121->CS17;US3->CS3;US105->CS17;US94->CS14;US66->CS26;US46->CS38;US94->CS30;US97->CS41;US64->CS24;US83->CS35;US65->CS41;US16->CS16;US112->CS16;US122->CS50;US26->CS26;US32->CS16;US122->CS26;US69->CS21;US0->CS8;US124->CS4;US33->CS57;US116->CS60;US52->CS44;US97->CS57;US57->CS33;US61->CS61;US82->CS50;US43->CS11,-,0
35,random,US94->CS14;US78->CS30;US42->CS34;US41->CS49;US122->CS10;US95->CS63;US76->CS28;US94->CS22;US114->CS58;US45->CS13;US13->CS29;US111->CS31;US89->CS57;US79->CS23;US90->CS26;US17->CS49;US88->CS24;US102->CS22;US15->CS39;US105->CS9;US96->CS8;US62->CS6;US100->CS44;US2->CS10;US39->CS47;US84->CS36;US84->CS52;US110->CS22;US40->CS16;US35->CS59;US125->CS5;US69->CS53;US16->CS32;US88->CS16;US125->CS29;US6->CS62;US52->CS60;US92->CS12;US45->CS61;US58->CS50;US115->CS11,-,0
