epoch,policy,chosen,verdict,correct
1,random,US57->CS41;US2->CS10;US81->CS33;US7->CS31;US118->CS30;US13->CS21;US112->CS56;US123->CS3;US45->CS61;US96->CS56;US23->CS7;US102->CS38;US70->CS38;US120->CS8;US35->CS59;US26->CS2;US72->CS24;US25->CS17;US97->CS33;US77->CS21;US0->CS16;US27->CS59;US4->CS44;US45->CS53;US124->CS52;US110->CS54;US34->CS2;US111->CS7;US15->CS63;US75->CS27;US13->CS13;US125->CS45;US116->CS52;US43->CS51;US6->CS46;US85->CS45;US45->CS13;US93->CS53;US71->CS23;US76->CS44;US17->CS33,-,0
12,random,US104->CS24;US46->CS30;US32->CS56;US40->CS40;US14->CS22;US56->CS0;US111->CS15;US60->CS52;US118->CS6;US115->CS11;US28->CS12;US75->CS27;US59->CS35;US118->CS14;US125->CS45;US48->CS40;US58->CS26;US106->CS2;US91->CS19;US66->CS58;US28->CS44;US38->CS62;US101->CS45;US14->CS62;US1->CS1;US16->CS0;US5->CS29;US5->CS45;US54->CS30;US64->CS48;US73->CS17;US50->CS42;US87->CS39;US11->CS43;US10->CS42;US33->CS33;US62->CS6;US127->CS23;US72->CS48;US124->CS12;US7->CS31,-,0
13,random,US83->CS27;US84->CS52;US61->CS29;US6->CS62;US59->CS51;US38->CS22;US92->CS44;US46->CS14;US102->CS6;US122->CS34;US103->CS23;US33->CS17;US73->CS1;US78->CS62;US126->CS30;US26->CS58;US19->CS27;US45->CS29;US32->CS48;US58->CS58;US78->CS38;US0->CS16;US30->CS22;US20->CS12;US6->CS30;US73->CS17;US47->CS39;US32->CS32;US88->CS16;US64->CS24;US25->CS33;US120->CS32;US49->CS9;US3->CS19;US51->CS51;US23->CS63;US61->CS5;US12->CS60;US84->CS36;US10->CS26;US52->CS44,-,0
14,random,US120->CS48;US94->CS46;US22->CS6;US2->CS26;US46->CS38;US89->CS41;US59->CS43;US7->CS47;US86->CS30;US66->CS42;US28->CS44;US67->CS11;US113->CS9;US80->CS8;US39->CS63;US47->CS63;US65->CS9;US93->CS37;US68->CS60;US75->CS51;US54->CS62;US49->CS41;US37->CS13;US56->CS48;US39->CS55;US6->CS14;US76->CS20;US123->CS59;US86->CS54;US11->CS3;US107->CS43;US8->CS40;US16->CS32;US63->CS55;US111->CS55;US23->CS7;US94->CS22;US74->CS2;US24->CS56;US107->CS3;US125->CS61,-,0
15,random,US90->CS18;US2->CS34;US34->CS10;US127->CS55;US69->CS5;US77->CS5;US92->CS28;US75->CS51;US111->CS7;US93->CS13;US63->CS39;US73->CS17;US17->CS9;US71->CS63;US85->CS13;US55->CS55;US26->CS10;US114->CS58;US59->CS51;US82->CS50;US68->CS52;US38->CS22;US116->CS20;US107->CS35;US77->CS53;US69->CS45;US55->CS23;US18->CS2;US2->CS18;US51->CS35;US58->CS50;US90->CS2;US21->CS61;US41->CS57;US69->CS37;US13->CS53;US94->CS22;US45->CS45;US77->CS37;US105->CS9;US51->CS59,-,0
16,random,US96->CS56;US112->CS32;US73->CS17;US120->CS56;US103->CS31;US49->CS25;US78->CS22;US14->CS38;US53->CS5;US93->CS45;US71->CS31;US44->CS52;US67->CS51;US101->CS21;US122->CS42;US79->CS47;US2->CS50;US94->CS46;US111->CS55;US62->CS30;US46->CS14;US105->CS17;US89->CS41;US42->CS18;US77->CS53;US23->CS7;US93->CS13;US72->CS40;US31->CS55;US17->CS41;US123->CS11;US16->CS56;US50->CS50;US63->CS55;US82->CS42;US78->CS14;US97->CS33;US116->CS12;US51->CS35;US92->CS60;US23->CS47,-,0
17,random,US102->CS22;US117->CS61;US29->CS45;US6->CS22;US10->CS2;US31->CS7;US8->CS0;US70->CS38;US89->CS17;US5->CS29;US27->CS43;US76->CS60;US39->CS39;US120->CS48;US42->CS58;US25->CS25;US28->CS36;US54->CS14;US36->CS4;US100->CS60;US27->CS11;US17->CS25;US54->CS46;US75->CS19;US4->CS20;US46->CS46;US30->CS46;US39->CS23;US70->CS54;US114->CS10;US87->CS7;US84->CS4;US113->CS1;US49->CS33;US88->CS48;US29->CS53;US57->CS41;US103->CS31;US58->CS50;US115->CS59;US13->CS61,-,0
18,random,US63->CS15;US97->CS9;US91->CS11;US119->CS63;US86->CS6;US75->CS27;US113->CS33;US52->CS44;US121->CS1;US85->CS53;US29->CS21;US107->CS11;US39->CS39;US104->CS24;US1->CS57;US80->CS48;US61->CS13;US46->CS30;US38->CS6;US124->CS36;US96->CS0;US21->CS61;US81->CS17;US70->CS46;US71->CS31;US112->CS0;US61->CS21;US72->CS16;US89->CS17;US84->CS44;US28->CS12;US106->CS50;US14->CS38;US127->CS63;US57->CS25;US122->CS34;US105->CS1;US90->CS2;US52->CS60;US68->CS36;US56->CS32,-,0
19,random,US120->CS8;US65->CS57;US89->CS41;US69->CS29;US114->CS10;US59->CS11;US118->CS54;US63->CS15;US71->CS31;US116->CS12;US5->CS53;US90->CS18;US123->CS27;US15->CS7;US8->CS16;US49->CS9;US121->CS41;US122->CS26;US80->CS32;US80->CS0;US57->CS1;US12->CS36;US91->CS3;US45->CS21;US54->CS30;US24->CS56;US95->CS47;US45->CS45;US68->CS20;US67->CS43;US16->CS56;US55->CS47;US73->CS57;US98->CS42;US100->CS52;US13->CS13;US24->CS40;US96->CS56;US4->CS60;US14->CS14;US94->CS22,-,0
20,random,US78->CS62;US15->CS63;US60->CS28;US42->CS42;US108->CS60;US64->CS8;US6->CS22;US5->CS29;US4->CS52;US115->CS19;US45->CS53;US111->CS7;US109->CS29;US85->CS61;US85->CS37;US36->CS36;US65->CS9;US98->CS2;US99->CS19;US12->CS4;US103->CS55;US38->CS22;US80->CS24;US26->CS34;US126->CS46;US125->CS13;US76->CS36;US43->CS3;US22->CS14;US37->CS45;US35->CS51;US55->CS23;US113->CS9;US41->CS57;US68->CS12;US20->CS20;US25->CS49;US92->CS44;US106->CS42;US31->CS47;US70->CS22,-,0
21,random,US67->CS59;US30->CS38;US11->CS59;US111->CS55;US45->CS61;US51->CS11;US100->CS44;US26->CS2;US32->CS16;US101->CS21;US102->CS62;US43->CS11;US107->CS59;US102->CS54;US100->CS12;US74->CS2;US115->CS19;US57->CS1;US108->CS20;US41->CS25;US42->CS34;US115->CS27;US55->CS63;US9->CS33;US81->CS25;US26->CS42;US122->CS26;US34->CS2;US59->CS43;US47->CS23;US87->CS63;US51->CS51;US60->CS12;US120->CS8;US35->CS59;US71->CS31;US37->CS37;US22->CS38;US27->CS43;US31->CS47;US7->CS31,-,0
22,random,US113->CS41;US113->CS57;US106->CS50;US32->CS16;US63->CS55;US24->CS24;US23->CS15;US99->CS43;US43->CS3;US26->CS42;US73->CS1;US107->CS19;US88->CS48;US67->CS19;US29->CS45;US121->CS1;US43->CS59;US117->CS45;US38->CS14;US37->CS13;US127->CS39;US127->CS47;US5->CS13;US19->CS27;US95->CS15;US108->CS60;US124->CS44;US118->CS54;US7->CS39;US44->CS60;US5->CS37;US37->CS21;US103->CS55;US101->CS21;US18->CS42;US35->CS35;US110->CS6;US30->CS6;US2->CS26;US54->CS22;US2->CS58,-,0
23,random,US13->CS5;US118->CS14;US45->CS53;US36->CS28;US32->CS56;US6->CS46;US77->CS5;US49->CS57;US79->CS15;US78->CS46;US92->CS20;US116->CS12;US16->CS24;US111->CS15;US41->CS1;US87->CS39;US103->CS39;US26->CS2;US89->CS33;US96->CS24;US79->CS63;US70->CS6;US42->CS34;US30->CS62;US4->CS12;US118->CS30;US24->CS32;US99->CS43;US100->CS28;US33->CS33;US86->CS30;US27->CS51;US93->CS53;US65->CS25;US112->CS32;US64->CS40;US50->CS26;US8->CS8;US70->CS62;US97->CS41;US85->CS37,-,0
24,random,US19->CS35;US37->CS53;US30->CS54;US36->CS4;US118->CS22;US33->CS41;US62->CS54;US17->CS1;US16->CS0;US10->CS26;US126->CS38;US0->CS8;US121->CS49;US67->CS35;US14->CS54;US73->CS25;US78->CS62;US49->CS41;US61->CS21;US22->CS6;US72->CS0;US80->CS56;US13->CS13;US100->CS28;US14->CS30;US88->CS48;US6->CS38;US38->CS62;US54->CS30;US38->CS14;US107->CS3;US88->CS0;US74->CS2;US37->CS29;US71->CS31;US63->CS31;US69->CS37;US35->CS19;US84->CS44;US89->CS33;US120->CS40,-,0
25,random,US57->CS1;US60->CS36;US11->CS43;US53->CS37;US76->CS20;US44->CS12;US73->CS9;US104->CS8;US14->CS6;US74->CS10;US123->CS51;US32->CS8;US97->CS17;US63->CS63;US124->CS28;US62->CS62;US121->CS33;US21->CS13;US127->CS39;US55->CS31;US92->CS12;US126->CS62;US111->CS55;US67->CS51;US21->CS5;US101->CS45;US2->CS2;US32->CS56;US82->CS2;US2->CS42;US31->CS55;US2->CS10;US119->CS15;US14->CS62;US75->CS51;US38->CS62;US98->CS26;US66->CS18;US4->CS20;US54->CS62;US31->CS47,-,0
26,random,US97->CS41;US11->CS51;US78->CS22;US108->CS44;US115->CS3;US114->CS42;US84->CS20;US40->CS0;US121->CS9;US102->CS14;US50->CS42;US123->CS19;US78->CS6;US30->CS38;US34->CS2;US90->CS2;US56->CS24;US103->CS39;US29->CS13;US111->CS55;US54->CS54;US90->CS58;US40->CS56;US104->CS32;US23->CS39;US125->CS37;US103->CS23;US104->CS40;US12->CS36;US107->CS59;US99->CS3;US33->CS49;US39->CS23;US91->CS3;US6->CS54;US112->CS8;US18->CS50;US89->CS17;US55->CS55;US60->CS4;US84->CS4,-,0
27,random,US3->CS51;US66->CS50;US67->CS3;US88->CS32;US40->CS16;US51->CS43;US52->CS12;US118->CS14;US36->CS12;US9->CS33;US5->CS45;US118->CS62;US87->CS15;US57->CS9;US119->CS39;US116->CS4;US91->CS19;US45->CS53;US90->CS50;US87->CS23;US94->CS54;US15->CS31;US49->CS1;US118->CS6;US16->CS40;US37->CS13;US60->CS44;US35->CS59;US62->CS54;US116->CS20;US51->CS11;US73->CS33;US124->CS52;US48->CS56;US43->CS43;US106->CS26;US29->CS13;US32->CS24;US57->CS17;US67->CS51;US106->CS42,-,0
28,random,US75->CS51;US74->CS58;US102->CS38;US24->CS32;US83->CS43;US20->CS4;US120->CS0;US38->CS6;US13->CS61;US106->CS10;US29->CS45;US41->CS49;US100->CS28;US87->CS7;US113->CS9;US86->CS62;US86->CS38;US61->CS13;US36->CS36;US50->CS34;US55->CS39;US12->CS36;US92->CS20;US39->CS63;US85->CS37;US9->CS1;US115->CS27;US34->CS18;US96->CS40;US116->CS28;US26->CS10;US102->CS54;US11->CS43;US109->CS13;US119->CS7;US22->CS22;US13->CS5;US127->CS63;US120->CS56;US90->CS2;US21->CS45,-,0
29,random,US123->CS27;US113->CS49;US41->CS25;US29->CS53;US61->CS53;US1->CS49;US51->CS59;US12->CS36;US108->CS44;US7->CS31;US94->CS38;US18->CS10;US12->CS44;US30->CS46;US53->CS21;US123->CS43;US20->CS36;US23->CS39;US83->CS11;US91->CS51;US116->CS52;US3->CS19;US107->CS35;US16->CS48;US65->CS41;US121->CS57;US28->CS28;US77->CS53;US61->CS5;US49->CS17;US102->CS22;US90->CS34;US31->CS63;US19->CS11;US7->CS39;US106->CS58;US70->CS30;US54->CS30;US68->CS4;US125->CS5;US68->CS60,-,0
30,random,US38->CS38;US123->CS35;US26->CS26;US124->CS12;US84->CS60;US75->CS3;US105->CS33;US64->CS0;US32->CS48;US9->CS17;US0->CS0;US12->CS20;US116->CS12;US13->CS61;US51->CS35;US23->CS47;US13->CS13;US12->CS4;US74->CS58;US66->CS58;US68->CS60;US58->CS10;US78->CS22;US106->CS34;US9->CS49;US56->CS40;US95->CS15;US50->CS2;US114->CS34;US79->CS23;US32->CS24;US11->CS11;US17->CS57;US33->CS1;US120->CS0;US28->CS52;US96->CS56;US3->CS11;US21->CS53;US42->CS26;US1->CS25,-,0
31,random,US39->CS55;US66->CS58;US95->CS7;US123->CS51;US14->CS22;US70->CS14;US64->CS0;US42->CS58;US49->CS17;US29->CS5;US30->CS46;US44->CS4;US53->CS61;US24->CS40;US124->CS44;US90->CS42;US18->CS42;US77->CS61;US22->CS6;US103->CS63;US96->CS32;US109->CS45;US34->CS18;US107->CS51;US29->CS29;US73->CS17;US25->CS41;US89->CS1;US42->CS26;US72->CS16;US10->CS42;US102->CS30;US102->CS54;US117->CS29;US68->CS44;US78->CS38;US82->CS18;US112->CS56;US85->CS53;US113->CS9;US119->CS55,-,0
32,random,US61->CS45;US47->CS63;US102->CS30;US108->CS36;US60->CS12;US8->CS56;US38->CS38;US94->CS46;US24->CS56;US78->CS54;US46->CS54;US75->CS19;US52->CS4;US65->CS33;US81->CS17;US106->CS10;US19->CS59;US121->CS41;US124->CS36;US109->CS45;US109->CS21;US89->CS9;US36->CS4;US53->CS61;US39->CS7;US101->CS61;US76->CS28;US56->CS48;US11->CS27;US123->CS51;US22->CS62;US54->CS46;US2->CS26;US52->CS12;US35->CS51;US17->CS57;US103->CS15;US103->CS47;US36->CS20;US114->CS50;US111->CS7,-,0
33,random,US123->CS43;US26->CS50;US26->CS10;US62->CS62;US64->CS32;US58->CS26;US32->CS16;US111->CS47;US60->CS4;US63->CS7;US22->CS38;US15->CS31;US94->CS30;US88->CS24;US97->CS9;US66->CS2;US80->CS16;US100->CS44;US48->CS16;US2->CS34;US105->CS17;US41->CS49;US46->CS6;US125->CS5;US40->CS48;US13->CS29;US54->CS14;US20->CS28;US98->CS50;US75->CS59;US41->CS57;US123->CS11;US89->CS1;US51->CS51;US24->CS24;US1->CS17;US127->CS47;US9->CS25;US124->CS28;US72->CS40;US99->CS19,-,0
34,random,US125->CS13;US60->CS44;US77->CS61;US77->CS29;US103->CS55;US27->CS51;US62->CS38;US66->CS58;US12->CS60;US6->CS62;US100->CS12;US61->CS45;US41->CS1;US110->CS30;US125->CS53;US87->CS23;US28->CS60;US29->CS61;US1->CS33;US122->CS10;US20->CS52;US121->CS1;US12->CS44;US32->CS24;US53->CS61;US76->CS20;US77->CS53;US82->CS50;US92->CS12;US98->CS58;US99->CS27;US45->CS5;US82->CS26;US126->CS30;US10->CS10;US49->CS41;US60->CS36;US58->CS58;US90->CS50;US79->CS31;US14->CS54,-,0
35,random,US104->CS16;US96->CS16;US94->CS62;US106->CS34;US82->CS18;US125->CS61;US121->CS33;US116->CS20;US0->CS56;US91->CS11;US35->CS43;US76->CS52;US59->CS27;US21->CS5;US91->CS35;US12->CS20;US62->CS22;US108->CS12;US101->CS13;US49->CS41;US118->CS6;US41->CS1;US63->CS63;US76->CS28;US46->CS22;US29->CS61;US43->CS11;US26->CS18;US113->CS57;US104->CS0;US29->CS53;US6->CS54;US114->CS18;US7->CS63;US27->CS19;US32->CS48;US122->CS34;US101->CS29;US109->CS29;US76->CS4;US20->CS60,-,0
