epoch,policy,chosen,verdict,correct
1,random,US57->CS49;US95->CS31;US92->CS28;US56->CS16;US36->CS28;US40->CS32;US15->CS47;US53->CS13;US33->CS1;US67->CS3;US101->CS45;US49->CS57;US66->CS42;US22->CS6;US54->CS22;US46->CS14;US124->CS44;US59->CS59;US17->CS49;US45->CS13;US53->CS45;US24->CS16;US97->CS1;US116->CS28;US112->CS24;US40->CS56;US55->CS55;US68->CS12;US48->CS48;US126->CS62;US93->CS37;US55->CS15;US32->CS32;US105->CS25;US49->CS17;US127->CS39;US56->CS8;US78->CS30;US2->CS10;US103->CS7;US49->CS25,-,0
12,random,US28->CS20;US61->CS13;US17->CS49;US32->CS48;US76->CS20;US67->CS59;US78->CS6;US70->CS38;US30->CS54;US96->CS24;US108->CS60;US87->CS15;US50->CS18;US23->CS63;US26->CS2;US45->CS61;US15->CS47;US126->CS62;US52->CS12;US110->CS14;US120->CS24;US58->CS42;US116->CS4;US117->CS53;US73->CS49;US76->CS4;US110->CS62;US31->CS7;US92->CS20;US4->CS4;US79->CS39;US12->CS60;US80->CS0;US9->CS9;US82->CS50;US20->CS44;US123->CS43;US90->CS18;US31->CS55;US89->CS25;US102->CS46,-,0
13,random,US24->CS56;US36->CS28;US117->CS29;US34->CS58;US109->CS45;US58->CS10;US3->CS43;US26->CS2;US99->CS43;US89->CS33;US61->CS5;US79->CS15;US91->CS35;US100->CS28;US71->CS7;US41->CS33;US9->CS9;US6->CS54;US44->CS44;US120->CS16;US70->CS6;US92->CS44;US52->CS36;US24->CS8;US101->CS21;US36->CS60;US29->CS21;US65->CS25;US28->CS20;US46->CS62;US37->CS29;US32->CS0;US116->CS36;US37->CS21;US84->CS52;US116->CS52;US65->CS9;US45->CS5;US97->CS41;US102->CS46;US106->CS58,-,0
14,random,US7->CS39;US0->CS24;US106->CS42;US36->CS44;US55->CS39;US9->CS25;US1->CS57;US101->CS53;US15->CS63;US84->CS44;US109->CS29;US83->CS43;US115->CS11;US22->CS54;US75->CS43;US83->CS59;US64->CS16;US14->CS22;US41->CS57;US127->CS39;US73->CS49;US36->CS28;US87->CS15;US120->CS48;US32->CS56;US117->CS13;US10->CS10;US94->CS54;US55->CS31;US110->CS38;US19->CS43;US54->CS46;US110->CS54;US46->CS46;US14->CS46;US38->CS62;US2->CS42;US92->CS60;US53->CS61;US8->CS24;US33->CS49,-,0
15,random,US125->CS61;US114->CS18;US0->CS48;US38->CS14;US43->CS11;US96->CS32;US81->CS17;US109->CS5;US79->CS15;US90->CS58;US102->CS30;US86->CS22;US17->CS49;US73->CS57;US54->CS46;US61->CS45;US106->CS58;US36->CS60;US19->CS19;US63->CS15;US109->CS21;US90->CS26;US104->CS56;US31->CS39;US3->CS19;US60->CS36;US12->CS52;US45->CS61;US93->CS5;US112->CS24;US63->CS55;US127->CS63;US51->CS27;US123->CS35;US87->CS7;US65->CS57;US109->CS61;US78->CS38;US106->CS26;US110->CS46;US89->CS25,-,0
16,random,US101->CS13;US102->CS14;US69->CS29;US72->CS40;US82->CS42;US65->CS41;US10->CS10;US81->CS57;US63->CS63;US66->CS50;US112->CS56;US44->CS4;US51->CS19;US52->CS44;US34->CS10;US74->CS34;US59->CS51;US67->CS51;US118->CS62;US51->CS35;US48->CS48;US119->CS7;US119->CS47;US120->CS8;US18->CS2;US65->CS17;US15->CS47;US84->CS36;US21->CS37;US14->CS46;US12->CS28;US88->CS48;US121->CS25;US86->CS14;US116->CS12;US97->CS33;US48->CS40;US44->CS20;US21->CS61;US125->CS5;US74->CS58,-,0
17,random,US89->CS17;US96->CS40;US30->CS46;US81->CS57;US33->CS49;US19->CS59;US11->CS59;US9->CS49;US125->CS53;US101->CS37;US22->CS62;US78->CS62;US35->CS3;US65->CS1;US112->CS40;US74->CS58;US118->CS54;US55->CS55;US96->CS16;US51->CS11;US82->CS42;US3->CS35;US54->CS38;US73->CS1;US7->CS39;US106->CS26;US11->CS11;US25->CS17;US125->CS21;US0->CS56;US39->CS23;US18->CS50;US58->CS42;US81->CS25;US105->CS25;US72->CS40;US100->CS60;US23->CS7;US1->CS33;US44->CS4;US26->CS2,-,0
18,random,US61->CS13;US104->CS32;US35->CS59;US56->CS40;US116->CS60;US91->CS19;US101->CS5;US16->CS48;US97->CS1;US5->CS5;US109->CS29;US58->CS58;US61->CS21;US106->CS10;US8->CS48;US85->CS37;US36->CS52;US49->CS57;US6->CS6;US87->CS39;US40->CS24;US85->CS5;US26->CS50;US100->CS20;US71->CS63;US42->CS2;US31->CS55;US96->CS48;US99->CS35;US95->CS31;US120->CS16;US50->CS10;US2->CS50;US95->CS47;US91->CS51;US57->CS41;US108->CS36;US80->CS24;US39->CS7;US62->CS62;US94->CS62,-,0
19,random,US88->CS48;US57->CS17;US105->CS9;US27->CS35;US34->CS42;US32->CS48;US81->CS1;US70->CS14;US105->CS57;US88->CS24;US110->CS6;US64->CS56;US23->CS15;US52->CS52;US84->CS44;US32->CS32;US62->CS14;US67->CS3;US40->CS24;US86->CS14;US23->CS31;US109->CS29;US90->CS26;US91->CS3;US119->CS31;US59->CS11;US38->CS38;US27->CS51;US114->CS18;US94->CS54;US64->CS40;US36->CS4;US65->CS57;US73->CS1;US111->CS39;US43->CS3;US52->CS60;US121->CS1;US106->CS42;US98->CS58;US49->CS1,-,0
20,random,US89->CS9;US119->CS39;US50->CS50;US14->CS22;US46->CS54;US61->CS13;US28->CS20;US74->CS58;US3->CS51;US77->CS13;US66->CS50;US43->CS35;US27->CS3;US28->CS12;US26->CS50;US7->CS31;US68->CS52;US8->CS0;US46->CS62;US69->CS5;US93->CS61;US7->CS7;US55->CS47;US82->CS2;US76->CS4;US55->CS15;US24->CS8;US71->CS63;US38->CS54;US9->CS57;US74->CS34;US104->CS8;US15->CS63;US49->CS25;US34->CS50;US121->CS41;US78->CS54;US55->CS23;US34->CS58;US53->CS53;US16->CS16,-,0
21,random,US4->CS44;US120->CS40;US13->CS53;US78->CS62;US44->CS20;US88->CS32;US12->CS12;US107->CS3;US5->CS21;US95->CS7;US85->CS13;US64->CS40;US30->CS38;US55->CS47;US17->CS17;US100->CS4;US66->CS10;US78->CS6;US33->CS49;US67->CS11;US72->CS56;US60->CS36;US85->CS45;US20->CS44;US54->CS14;US20->CS28;US53->CS21;US0->CS24;US110->CS54;US53->CS29;US106->CS10;US84->CS44;US123->CS27;US117->CS45;US46->CS14;US38->CS54;US73->CS25;US35->CS3;US7->CS39;US62->CS30;US43->CS51,-,0
22,random,US75->CS51;US42->CS18;US20->CS20;US88->CS8;US98->CS10;US42->CS34;US10->CS50;US34->CS42;US7->CS31;US81->CS9;US100->CS52;US83->CS43;US100->CS44;US52->CS20;US32->CS48;US82->CS50;US115->CS35;US38->CS38;US30->CS62;US4->CS44;US84->CS28;US5->CS21;US71->CS47;US118->CS14;US57->CS9;US35->CS3;US98->CS18;US101->CS21;US100->CS28;US23->CS7;US47->CS47;US53->CS53;US6->CS14;US68->CS60;US61->CS21;US20->CS36;US101->CS13;US25->CS49;US41->CS9;US18->CS34;US101->CS37,-,0
23,random,US41->CS17;US36->CS36;US111->CS15;US37->CS45;US116->CS52;US113->CS25;US39->CS23;US91->CS11;US0->CS40;US58->CS10;US126->CS6;US90->CS18;US100->CS36;US119->CS31;US11->CS27;US104->CS32;US102->CS62;US0->CS8;US59->CS59;US27->CS43;US87->CS7;US43->CS19;US79->CS39;US21->CS61;US69->CS45;US2->CS50;US16->CS0;US108->CS52;US89->CS25;US64->CS24;US123->CS35;US81->CS9;US45->CS37;US84->CS52;US119->CS63;US24->CS0;US98->CS2;US33->CS49;US31->CS39;US79->CS23;US48->CS48,-,0
24,random,US57->CS49;US102->CS14;US124->CS4;US20->CS20;US55->CS63;US120->CS16;US77->CS53;US120->CS24;US103->CS15;US89->CS49;US24->CS40;US37->CS29;US121->CS33;US5->CS37;US31->CS23;US68->CS4;US57->CS17;US9->CS9;US108->CS20;US92->CS20;US0->CS56;US112->CS16;US95->CS15;US68->CS28;US22->CS46;US117->CS5;US48->CS32;US89->CS25;US116->CS4;US92->CS28;US98->CS34;US57->CS33;US100->CS44;US8->CS16;US71->CS15;US61->CS61;US50->CS34;US29->CS13;US93->CS5;US26->CS58;US27->CS3,-,0
25,random,US70->CS46;US64->CS40;US116->CS52;US14->CS14;US43->CS3;US46->CS22;US73->CS41;US17->CS25;US64->CS24;US18->CS50;US7->CS23;US38->CS38;US86->CS54;US72->CS8;US124->CS12;US35->CS51;US125->CS5;US65->CS25;US73->CS1;US101->CS5;US123->CS27;US58->CS18;US60->CS36;US75->CS35;US80->CS32;US91->CS3;US91->CS59;US42->CS26;US29->CS53;US97->CS41;US119->CS31;US82->CS26;US98->CS34;US106->CS10;US57->CS33;US14->CS22;US23->CS23;US46->CS14;US110->CS38;US59->CS3;US23->CS63,US75->CS35,1
26,random,US99->CS51;US79->CS55;US12->CS36;US123->CS11;US63->CS23;US24->CS16;US83->CS11;US23->CS55;US63->CS31;US117->CS61;US90->CS26;US111->CS55;US118->CS38;US59->CS43;US116->CS12;US71->CS31;US5->CS61;US112->CS0;US103->CS55;US44->CS20;US42->CS50;US74->CS42;US15->CS55;US122->CS42;US86->CS54;US30->CS6;US60->CS28;US11->CS59;US105->CS41;US32->CS8;US73->CS57;US0->CS8;US88->CS16;US69->CS29;US88->CS8;US39->CS31;US21->CS21;US40->CS56;US19->CS43;US35->CS35;US42->CS58,-,0
27,random,US14->CS6;US68->CS44;US0->CS40;US90->CS42;US11->CS51;US95->CS31;US69->CS53;US112->CS24;US75->CS3;US119->CS31;US33->CS1;US16->CS32;US96->CS56;US103->CS39;US25->CS57;US4->CS36;US103->CS63;US111->CS55;US23->CS31;US40->CS40;US32->CS56;US36->CS60;US59->CS51;US75->CS59;US77->CS13;US71->CS63;US45->CS29;US117->CS29;US74->CS2;US22->CS22;US76->CS44;US118->CS62;US123->CS51;US58->CS2;US11->CS35;US31->CS63;US28->CS44;US56->CS0;US19->CS35;US92->CS28;US62->CS30,-,0
28,random,US2->CS50;US124->CS28;US23->CS15;US75->CS11;US27->CS19;US89->CS57;US70->CS38;US127->CS15;US106->CS18;US51->CS3;US105->CS17;US10->CS18;US0->CS16;US115->CS3;US45->CS61;US96->CS48;US91->CS43;US0->CS32;US107->CS11;US41->CS57;US4->CS4;US42->CS2;US17->CS1;US18->CS26;US125->CS45;US6->CS22;US103->CS23;US37->CS45;US25->CS25;US52->CS28;US122->CS42;US1->CS17;US107->CS27;US10->CS2;US28->CS52;US50->CS50;US62->CS38;US42->CS42;US102->CS62;US37->CS13;US88->CS32,-,0
29,random,US90->CS2;US71->CS31;US75->CS43;US4->CS36;US48->CS56;US18->CS26;US61->CS5;US46->CS22;US54->CS22;US75->CS11;US14->CS22;US42->CS18;US71->CS63;US100->CS36;US115->CS11;US52->CS36;US127->CS39;US35->CS43;US25->CS9;US5->CS21;US35->CS3;US37->CS45;US68->CS4;US124->CS20;US56->CS32;US84->CS60;US67->CS43;US77->CS21;US72->CS0;US33->CS41;US86->CS30;US11->CS35;US22->CS14;US99->CS19;US20->CS60;US23->CS15;US74->CS50;US30->CS38;US85->CS13;US25->CS41;US119->CS55,-,0
30,random,US7->CS39;US16->CS16;US7->CS15;US70->CS38;US28->CS20;US76->CS20;US19->CS11;US64->CS8;US123->CS43;US87->CS7;US96->CS40;US92->CS4;US67->CS59;US84->CS20;US82->CS34;US55->CS31;US0->CS48;US48->CS8;US99->CS35;US65->CS9;US48->CS24;US101->CS13;US12->CS60;US90->CS26;US46->CS46;US63->CS39;US82->CS2;US101->CS37;US82->CS50;US122->CS58;US56->CS56;US85->CS13;US89->CS49;US30->CS6;US77->CS37;US110->CS38;US85->CS45;US46->CS54;US13->CS21;US24->CS48;US8->CS32,-,0
31,random,US100->CS36;US24->CS40;US32->CS48;US14->CS6;US85->CS13;US98->CS18;US127->CS7;US76->CS4;US18->CS50;US32->CS8;US67->CS59;US34->CS42;US49->CS17;US34->CS2;US84->CS12;US116->CS60;US22->CS54;US29->CS53;US64->CS0;US74->CS42;US2->CS50;US61->CS13;US24->CS32;US21->CS21;US45->CS29;US62->CS30;US67->CS27;US29->CS29;US5->CS13;US38->CS6;US101->CS45;US111->CS47;US66->CS34;US124->CS20;US77->CS5;US61->CS29;US69->CS53;US16->CS8;US67->CS35;US122->CS42;US126->CS46,-,0
32,random,US9->CS57;US9->CS1;US43->CS11;US32->CS8;US31->CS15;US42->CS10;US6->CS22;US104->CS24;US64->CS16;US15->CS55;US108->CS36;US4->CS28;US80->CS0;US85->CS45;US102->CS38;US28->CS52;US11->CS51;US13->CS61;US33->CS41;US55->CS15;US65->CS57;US60->CS60;US55->CS7;US38->CS54;US69->CS29;US121->CS41;US41->CS57;US90->CS26;US75->CS3;US96->CS56;US30->CS14;US9->CS25;US18->CS50;US86->CS38;US83->CS35;US25->CS57;US10->CS18;US72->CS48;US65->CS41;US9->CS49;US23->CS39,-,0
33,random,US64->CS0;US126->CS46;US107->CS11;US57->CS9;US8->CS8;US97->CS9;US58->CS18;US80->CS32;US118->CS14;US15->CS39;US91->CS35;US80->CS16;US14->CS38;US51->CS43;US97->CS41;US105->CS41;US97->CS33;US54->CS6;US96->CS24;US25->CS41;US89->CS1;US70->CS22;US62->CS38;US14->CS22;US48->CS24;US109->CS29;US83->CS59;US2->CS34;US119->CS15;US102->CS46;US52->CS60;US102->CS62;US10->CS10;US84->CS52;US123->CS27;US119->CS39;US106->CS26;US99->CS3;US17->CS41;US16->CS48;US32->CS0,-,0
34,random,US76->CS36;US55->CS23;US37->CS21;US70->CS46;US97->CS1;US54->CS14;US46->CS62;US100->CS28;US110->CS14;US101->CS21;US72->CS56;US62->CS6;US35->CS19;US107->CS43;US61->CS5;US45->CS45;US83->CS51;US30->CS6;US59->CS35;US101->CS37;US14->CS54;US51->CS35;US99->CS27;US8->CS0;US93->CS29;US119->CS15;US24->CS24;US127->CS63;US50->CS58;US47->CS31;US116->CS60;US37->CS61;US42->CS42;US83->CS27;US13->CS21;US126->CS38;US20->CS44;US46->CS30;US33->CS57;US85->CS61;US65->CS57,-,0
35,random,US59->CS43;US79->CS7;US61->CS53;US62->CS62;US68->CS28;US105->CS41;US30->CS62;US69->CS5;US43->CS51;US77->CS37;US28->CS52;US70->CS30;US122->CS2;US66->CS58;US6->CS6;US48->CS56;US108->CS60;US50->CS10;US82->CS2;US15->CS47;US114->CS10;US91->CS3;US97->CS33;US39->CS23;US10->CS50;US75->CS3;US67->CS3;US55->CS47;US86->CS6;US43->CS35;US26->CS58;US51->CS35;US37->CS29;US19->CS3;US18->CS26;US56->CS48;US110->CS22;US62->CS14;US16->CS48;US31->CS31;US24->CS32,-,0
